,2016/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017/Annual,2017,,,2017,2017/Annual
Name,주당배당금/0D2007,주당배당금/0D2007,배당금/136300,현금배당금/136310,당좌비율/203220,매출채권회전율/194120,재고자산회전율1/194080,이익잉여금/118300,베타/280223,매출액증가율/091060,부채비율/193060,당기순이익/133000,유동비율/193020,매출액/121000,자기자본증가율/191050,매출액(종업원1인당)/195020,1대주주명(지분)/0A2211,종업원수/0A1060,기업규모/0A1070,KIS 신용평점/0A3010,기말시가총액합계(보통주+우선주)/0D1113
(주)캔서롭,-,-,,,"2,586.99",6.83,9.77,"-4,387,520,000.",1.59,-8.38,64.71,"-2,178,409,000.","2,622.42","4,670,448,000.",19.61,"75,329,810.0",명지글로벌바이오조합(21.18),66.,중소기업,6,"224,869,238,400."
(주)파이오링크,-,-,,,577.92,2.68,5.85,"5,538,772,000.",.29,-34.98,32.53,"-3,003,179,000.",641.60,"18,643,859,000.",-11.06,"111,639,870.0",엔에이치엔엔터테인먼트(주)(28.97),271.,중소기업,5,"41,000,853,400."
(주)현대홈쇼핑,"1,474.34","1,655.76","19,869,175,000.","19,869,175,000.",255.73,31.74,37.51,"1,080,426,349,000.",,6.29,21.93,"87,836,434,000.",265.96,"1,021,841,020,000.",4.27,"1,683,428,370.0",(주)현대백화점(15.80),976.,대기업,2,"1,446,000,000,000."
(주)동국에스엔씨,117.04,97.53,"5,573,372,000.","5,573,372,000.",315.84,8.0,4.23,"77,768,141,000.",.74,-16.60,19.22,"8,994,399,000.",407.31,"172,792,712,000.",0.49,"1,489,592,340.0",동국산업(주)(50.00),101.,대기업,3,"326,857,960,000."
(주)우리넷,120.,150.,"954,857,000.","954,857,000.",185.89,3.74,4.88,"39,924,476,000.",.51,19.05,42.59,"3,431,700,000.",238.56,"51,667,560,000.",5.57,"403,652,810.0",엘앤에스 아이씨티밸류업1호 사(45.31),137.,중소기업,4,"40,040,315,900."
(주)멜파스,-,-,,,71.86,7.06,3.83,"-25,434,137,000.",.32,-32.98,74.14,"-31,540,416,000.",81.27,"55,841,452,000.",-27.11,"446,731,620.0",강서연창규곡투자유한공사(15.43),49.,중소기업,8,"88,854,891,180."
(주)아이티엑스엠투엠,-,-,,,80.19,6.45,4.73,"-12,181,861,000.",1.,26.83,62.56,"-337,114,000.",160.02,"31,094,349,000.",19.71,"296,136,660.0",박상열(18.22),121.,중소기업,6,"20,088,679,820."
(주)케이아이엔엑스,116.75,206.13,"1,005,921,000.","1,005,921,000.",630.92,7.09,,"42,381,378,000.",.26,9.30,10.30,"6,159,672,000.",630.92,"42,019,028,000.",6.40,"389,065,070.0",(주)가비아(36.30),120.,중소기업,2,"67,344,000,000."
(주)케이지모빌리언스,191.23,193.89,"5,760,728,000.","5,760,728,000.",184.49,3.97,497.02,"93,733,161,000.",.72,-3.05,84.89,"13,406,750,000.",184.49,"132,514,301,000.",40.45,"913,891,730.0",(주)케이지이니시스(47.81),142.,대기업,5,"240,365,395,890."
유비벨록스(주),-,-,,,54.78,5.60,5.48,"29,099,903,000.",.78,7.19,107.43,"-7,347,289,000.",91.68,"85,930,798,000.",-41.18,"333,065,110.0",이흥복(19.55),273.,중소기업,6,"67,954,906,350."
(주)플랜티넷,137.5,137.5,"1,232,041,000.","1,232,041,000.",404.5,4.44,89.20,"40,563,723,000.",.59,-8.07,8.30,"-960,640,000.",406.62,"15,963,826,000.",-3.32,"187,809,720.0",김태주(20.00),63.,중소기업,4,"46,771,200,000."
(주)세아홀딩스,"1,749.61","1,749.61","7,998,200,000.","7,998,200,000.",1.73,127.22,,"688,663,759,000.",.17,-0.60,15.45,"41,040,321,000.",1.73,"42,947,534,000.",3.74,"876,480,290.0",이태성(35.12),61.,대기업,4,"608,000,000,000."
(주)씨에스에이코스믹,-,-,,,225.76,4.39,7.31,"-26,991,091,000.",.84,-11.57,28.10,"-9,574,134,000.",289.92,"30,497,697,000.",-24.87,"190,610,610.0",(주)초초스팩토리(13.76),101.,중소기업,7,"74,744,821,185."
(주)인콘,-,-,,,199.35,8.74,16.91,"26,487,291,000.",1.02,21.85,45.60,"860,022,000.",209.50,"44,012,144,000.",1.98,"382,714,300.0",(주)에이치앤더슨(18.07),119.,중소기업,6,"159,614,456,640."
(주)디지탈옵틱,-,-,,,59.19,5.67,7.24,"-64,752,755,000.",.29,6.19,71.26,"-28,116,322,000.",83.40,"55,483,850,000.",5.24,"287,481,090.0",(주)케이피엠인베스트먼트(8.53),165.,중소기업,8,"50,654,637,325."
(주)CMG제약,-,-,,,673.66,2.66,5.81,"-3,397,713,000.",1.48,25.98,11.87,"2,834,901,000.",746.28,"41,535,588,000.",3.21,"223,309,610.0",(주)차바이오텍(25.98),246.,중소기업,4,"679,456,402,560."
아이진(주),-,-,,,"1,987.29",6.79,,"-38,361,414,000.",1.35,12.65,27.49,"-8,450,890,000.","1,987.29","301,034,000.",46.76,"5,473,350.0",유원일(8.87),60.,중소기업,6,"197,242,500,000."
(주)모바일리더,-,-,,,972.45,4.26,,"24,401,520,000.",.75,-0.06,3.23,"956,586,000.",972.45,"6,271,453,000.",3.63,"84,749,360.0",정정기(33.08),66.,중소기업,2,"37,270,153,900."
미디어젠(주),,-,,,291.84,3.87,66.70,"-1,882,012,000.",.93,9.35,86.95,"-3,179,090,000.",299.87,"9,208,851,000.",-26.49,"86,064,030.0",고훈(33.16),125.,중소기업,6,"27,260,000,000."
(주)엔지켐생명과학,-,-,,,177.92,2.75,4.09,"-46,007,895,000.",.86,19.68,49.84,"-5,666,428,000.",248.39,"26,133,211,000.",-8.89,"335,041,170.0",(주)브리짓라이프사이언스(14.07),103.,중소기업,7,"364,325,487,500."
엔시트론(주),-,-,,,115.68,2.91,5.62,"-15,775,432,000.",.42,-37.45,133.96,"-7,616,435,000.",145.86,"23,273,768,000.",32.55,"581,844,200.0",(주)티알에스(12.53),36.,중소기업,8,"57,059,455,465."
(주)텔레필드,-,-,,,105.62,2.26,1.79,"17,751,871,000.",.75,-24.23,91.06,"352,074,000.",212.20,"32,656,208,000.",1.44,"269,886,020.0",박노택(25.98),119.,중소기업,6,"20,592,838,400."
크루셜텍(주),-,-,,,115.89,1.58,5.21,"-23,324,266,000.",.5,-48.07,93.71,"-34,016,273,000.",136.40,"164,520,800,000.",9.32,"1,089,541,720.0",안건준(15.57),107.,대기업,8,"94,827,971,700."
(주)메디톡스,"1,217.26","1,306.22","7,388,689,000.","7,388,689,000.",52.84,5.50,19.22,"216,309,248,000.",.85,37.86,100.33,"66,811,967,000.",60.95,"167,864,736,000.",29.12,"365,718,380.0",정현호(18.48),574.,중소기업,3,"2,742,853,821,500."
(주)디지털대성,138.03,172.72,"3,863,452,000.","3,863,452,000.",131.27,16.12,216.92,"22,168,785,000.",.26,7.76,22.16,"5,096,927,000.",133.82,"56,820,821,000.",4.09,"299,056,950.0",(주)디지털대성(13.64),201.,대기업,2,"88,019,941,255."
(주)모다이노칩,-,-,,,67.61,6.08,9.94,"165,413,781,000.",.77,38.66,98.32,"37,313,934,000.",77.81,"166,579,438,000.",13.08,"257,464,360.0",(주)대명화학(75.14),565.,대기업,5,"428,503,718,250."
(주)브레인콘텐츠,-,-,,,89.1,25.98,,"4,158,380,000.",.59,17.45,24.16,"694,226,000.",89.10,"23,868,361,000.",3.73,"351,005,310.0",문양근(27.06),75.,중소기업,6,"141,125,422,732."
(주)디이엔티,-,-,,,95.56,10.07,22.25,"12,261,020,000.",1.07,357.65,162.79,"2,771,883,000.",110.74,"176,696,709,000.",34.54,"611,407,300.0",에이피에스홀딩스(주)(26.25),140.,중소기업,7,"38,342,593,100."
(주)진바이오텍,30.,30.,"258,318,000.","258,318,000.","1,142.",5.01,12.37,"11,589,702,000.",.77,-8.40,7.66,"1,093,531,000.","1,274.15","20,027,071,000.",0.32,"513,514,640.0",이찬호(28.09),36.,중소기업,3,"40,512,811,835."
해태제과식품(주),136.61,136.61,"3,977,649,000.","3,977,649,000.",50.3,5.38,16.07,"198,771,428,000.",.49,-5.06,170.67,"6,377,099,000.",66.01,"743,008,431,000.",0.24,"321,787,970.0",(주)크라운해태홀딩스(59.97),"2,261.",대기업,6,"449,854,899,900."
(주)엔에스쇼핑,"1,999.69",196.32,"6,615,082,000.","6,615,082,000.",35.84,51.07,140.27,"438,435,731,000.",.18,7.71,77.35,"68,830,136,000.",37.96,"473,512,535,000.",13.19,"1,111,531,770.0",(주)하림홀딩스(40.71),425.,대기업,3,"549,244,800,000."
(주)코리아센터,,,"499,961,000.","499,961,000.",33.64,12.76,26.94,"44,422,767,000.",1.13,21.47,104.27,"3,482,352,000.",41.42,"45,398,118,000.",2.54,"110,997,840.0",김기록(50.21),412.,중소기업,5,
(주)바이오리더스,-,-,,,"1,524.78",3.96,8.78,"-49,310,269,000.",.79,204.19,6.77,"-6,635,206,000.","1,585.95","7,607,067,000.",101.45,"161,852,490.0",(주)티씨엠생명과학(10.37),61.,중소기업,5,"158,098,781,400."
테고사이언스(주),-,-,,,198.97,2.78,12.03,"6,239,311,000.",1.1,3.11,32.38,"-5,773,028,000.",204.97,"8,602,196,000.",38.21,"204,814,190.0",전세화(35.35),40.,중소기업,5,"393,149,856,600."
(주)코렌,-,-,,,45.1,6.15,8.88,"-49,442,689,000.",.39,-11.70,184.13,"-21,148,661,000.",71.26,"83,867,144,000.",26.51,"293,241,760.0",이종진(6.38),66.,대기업,9,"45,558,278,565."
(주)나인컴플렉스,-,-,,,110.12,0.88,2.91,"-25,591,676,000.",.47,-74.87,85.20,"-19,267,294,000.",123.25,"16,319,275,000.",2.60,"179,332,690.0",크루셜텍(주)(21.84),21.,중소기업,8,"31,825,552,941."
나노캠텍(주),-,-,,,124.39,2.0,20.25,"8,406,740,000.",.71,24.63,31.56,"-8,144,344,000.",140.08,"43,306,530,000.",-13.38,"618,664,710.0",(주)제이앤에스파트너(15.24),55.,중소기업,6,"91,991,954,600."
(주)투비소프트,29.18,-,,,51.26,1.81,30.90,"-5,723,714,000.",.68,-11.24,81.21,"-23,227,196,000.",56.21,"30,895,429,000.",18.71,"117,028,140.0",(주)피스티스파트너스(9.07),269.,중소기업,8,"145,937,086,460."
(주)이노와이어리스,-,-,,,208.17,4.28,14.10,"53,354,008,000.",.96,10.10,16.26,"3,939,572,000.",236.76,"42,569,418,000.",5.95,"187,530,480.0",정종태(22.87),267.,중소기업,4,"133,555,625,000."
(주)제노포커스,-,-,,,"10,178.47",4.61,9.21,"1,348,743,000.",.87,2.90,0.69,"1,502,161,000.","10,436.80","6,002,680,000.",3.13,"100,044,670.0",반재구(29.03),64.,중소기업,3,"187,727,327,100."
(주)진매트릭스,-,-,,,199.95,2.24,19.37,"-10,663,750,000.",1.05,0.77,45.52,"-1,408,079,000.",207.37,"3,856,961,000.",-10.89,"89,696,770.0",김수옥(9.22),38.,중소기업,7,"36,417,448,245."
(주)루트로닉,72.55,14.77,"734,085,000.","734,085,000.",232.43,3.91,3.61,"49,432,662,000.",1.12,-1.09,34.28,"3,950,525,000.",291.39,"80,153,135,000.",4.13,"272,629,710.0",황해령(23.62),305.,중소기업,5,"307,337,942,950."
(주)마이크로컨텍솔루션,20.,-,,,602.,7.26,6.71,"32,552,661,000.",.57,-1.33,11.15,"-3,573,020,000.",713.84,"25,294,173,000.",-9.65,"216,189,510.0",양승은(18.08),119.,중소기업,4,"39,277,819,350."
(주)제주반도체,-,-,,,121.13,6.19,2.99,"9,905,481,000.",.72,104.16,59.89,"7,297,556,000.",297.20,"118,773,046,000.",41.36,"1,627,028,030.0",박성식(11.91),81.,중소기업,5,"112,868,272,000."
(주)휴맥스홀딩스,86.81,-,,,16.4,,,"53,560,000,000.",.28,6.80,13.43,"-659,818,000.",16.40,"4,870,712,000.",0.27,"1,623,570,670.0",변대규(35.68),2.,대기업,4,"58,359,627,840."
(주)뉴트리,,,"481,482,000.","481,482,000.",220.8,14.76,20.77,"5,925,593,000.",.31,78.81,243.41,"1,374,559,000.",272.47,"59,537,367,000.",24.76,"1,190,747,340.0",김도언(35.00),61.,중소기업,5,
가온미디어(주),96.11,116.83,"1,566,464,000.","1,566,464,000.",128.98,4.25,8.39,"75,577,887,000.",.74,21.60,110.25,"8,646,384,000.",184.99,"519,360,954,000.",7.49,"1,514,171,880.0",임화섭(16.21),388.,대기업,5,"162,909,994,500."
(주)씨젠,-,-,,,380.84,1.16,5.09,"38,921,311,000.",.84,23.91,23.80,"4,439,883,000.",456.93,"72,097,206,000.",-15.80,"237,944,570.0",천종윤(18.12),312.,중소기업,3,"878,839,670,000."
인베니아(주),-,7.02,"162,830,000.","162,830,000.",121.55,2.31,77.35,"11,927,604,000.",.78,20.29,217.24,"1,175,476,000.",124.37,"182,181,075,000.",2.47,"525,017,510.0",구자준(20.07),284.,대기업,8,"99,528,000,000."
제너셈(주),-,-,,,95.01,3.70,4.62,"3,571,836,000.",.54,55.36,95.52,"-5,258,971,000.",135.80,"27,665,507,000.",-18.63,"337,384,230.0",한복우(44.04),110.,중소기업,7,"28,105,202,670."
(주)에이치시티,-,-,,,133.02,3.58,576.72,"22,120,450,000.",.56,-1.71,46.15,"318,440,000.",133.42,"27,209,299,000.",0.49,"111,513,520.0",이수찬(14.00),293.,중소기업,6,"45,295,547,260."
(주)바이오솔루션,,,,,241.23,2.68,8.60,"-11,759,594,000.",,56.40,67.03,"-1,806,233,000.",281.60,"5,010,775,000.",-27.85,"102,260,710.0",장송선(24.95),70.,중소기업,6,
(주)유진테크,223.81,223.96,"5,132,306,000.","5,132,306,000.",512.41,5.87,16.29,"233,163,892,000.",1.09,-15.75,12.08,"32,470,671,000.",546.05,"118,792,863,000.",12.92,"791,952,420.0",엄평용(35.58),203.,대기업,2,"483,528,486,200."
(주)에스코넥,-,-,,,76.73,4.84,42.92,"40,277,180,000.",1.05,-32.25,70.01,"5,114,609,000.",85.06,"129,165,691,000.",2.64,"903,256,580.0",박순관(16.41),112.,대기업,5,"140,973,963,840."
하나마이크론(주),-,-,,,38.03,3.58,8.05,"-661,435,000.",1.03,36.07,215.92,"-515,719,000.",61.91,"259,183,617,000.",-1.32,"295,197,740.0",최창호(24.38),799.,대기업,8,"119,905,590,560."
STX중공업(주),-,-,,,48.92,0.69,2.05,"-300,507,091,000.",1.32,-56.01,408.64,"737,241,309,000.",70.95,"179,526,859,000.",,"313,310,400.0",한국산업은행(34.73),470.,대기업,7,"113,583,941,355."
(주)노랑풍선,,,,,85.78,6.95,,"32,557,576,000.",.37,38.99,181.21,"10,435,974,000.",85.78,"83,821,545,000.",49.60,"144,271,160.0",고재경(26.00),561.,중소기업,5,
한국전자금융(주),80.,110.,"2,861,651,000.","2,861,651,000.",139.5,12.50,159.15,"86,516,047,000.",.22,10.84,125.58,"13,515,416,000.",141.0,"153,091,197,000.",10.24,"332,085,030.0",(주)NICE홀딩스(46.99),530.,대기업,4,"322,586,111,600."
(주)아우딘퓨쳐스,,-,,,532.96,4.59,9.57,"14,319,553,000.",1.07,-10.15,14.64,"-321,630,000.",636.40,"51,015,104,000.",97.98,"476,776,670.0",최영욱(48.97),140.,중소기업,4,"99,400,000,000."
(주)코렌텍,-,-,,,177.3,1.82,1.88,"-22,187,684,000.",.64,4.11,79.17,"-6,155,289,000.",287.98,"34,489,999,000.",-7.88,"202,882,350.0",정성이(7.25),136.,중소기업,6,"116,761,547,750."
(주)미래테크놀로지,100.,117.91,"721,699,000.","721,699,000.",729.05,16.64,21.27,"24,712,173,000.",.38,1.87,3.31,"4,410,777,000.",790.70,"22,362,965,000.",23.41,"798,677,320.0",(주)다우데이타(30.45),32.,중소기업,2,"56,650,000,000."
(주)대성파인텍,-,-,,,122.05,3.28,7.36,"37,722,475,000.",.61,-9.34,76.62,"2,282,260,000.",152.21,"42,539,088,000.",16.95,"287,426,270.0",(주)대성엠텍(10.22),127.,중소기업,4,"59,002,914,685."
애니젠(주),-,-,,,938.54,5.82,1.56,"-1,555,958,000.",1.1,8.99,6.42,"448,301,000.","1,331.30","4,551,873,000.",3.76,"82,761,330.0",김재일(18.91),94.,중소기업,4,"132,621,349,000."
(주)씨티케이코스메틱스,,319.23,"3,231,338,000.","3,231,338,000.","1,337.86",4.11,27.19,"48,086,692,000.",,-15.61,7.77,"15,579,571,000.","1,370.56","112,990,498,000.",373.52,"1,118,717,800.0",정인용(50.23),122.,중소기업,3,"397,294,426,750."
테라셈(주),-,-,,,148.5,2.98,6.83,"-3,095,580,000.",.57,-53.87,35.98,"-6,275,790,000.",187.89,"8,057,153,000.",-36.54,"103,296,830.0",서성기(49.34),62.,중소기업,7,"28,072,343,400."
(주)이엠텍,192.38,100.,"1,456,723,000.","1,456,723,000.",327.82,2.86,22.02,"86,191,035,000.",1.06,-2.43,18.24,"3,919,552,000.",356.15,"145,195,909,000.",21.63,"430,848,390.0",정승규(14.18),457.,대기업,3,"256,383,160,000."
(주)케이티아이에스,77.76,77.76,"2,706,123,000.","2,706,123,000.",172.96,9.39,25.16,"138,358,453,000.",.41,0.32,38.80,"8,336,872,000.",206.29,"438,130,711,000.",2.51,"53,365,490.0",(주)케이티(29.30),"7,873.",대기업,3,"105,102,040,000."
(주)케이티씨에스,78.37,78.37,"3,345,040,000.","3,345,040,000.",195.27,8.46,24.80,"110,993,099,000.",.21,2.30,42.27,"8,266,159,000.",224.95,"468,806,488,000.",3.04,"54,278,860.0",(주)케이티스(11.61),"8,366.",대기업,4,"96,894,950,000."
(주)메타랩스,-,-,,,116.79,4.74,2.17,"-121,730,213,000.",.91,-59.55,52.09,"-34,788,494,000.",171.92,"27,205,729,000.",49.45,"177,815,220.0",니케프라우스 투자조합(30.10),50.,중소기업,8,"79,598,517,920."
(주)종근당바이오,392.35,392.35,"2,051,787,000.","2,051,787,000.",190.02,3.66,3.29,"103,223,705,000.",.61,4.58,26.36,"8,016,299,000.",313.95,"118,187,072,000.",5.09,"384,974,180.0",(주)종근당홀딩스(37.21),400.,대기업,2,"111,649,590,150."
(주)유비쿼스홀딩스,220.44,-,,,475.35,0.70,1.07,"296,979,721,000.",.21,,2.33,"92,764,193,000.",475.35,"5,651,555,000.",-31.10,"706,444,380.0",이상근(26.12),12.,대기업,4,"111,246,231,400."
에이테크솔루션(주),-,-,,,35.46,7.05,3.97,"53,325,267,000.",.5,-18.86,126.71,"-931,095,000.",98.96,"163,293,921,000.",-1.20,"393,479,330.0",유영목(32.00),365.,대기업,6,"122,000,000,000."
(주)비트컴퓨터,72.22,-,,,210.53,4.64,"1,391.38","22,815,979,000.",1.01,-9.11,26.12,"3,823,101,000.",210.93,"31,554,469,000.",6.09,"244,608,290.0",조현정(25.18),133.,중소기업,2,"92,591,742,010."
(주)로보스타,50.,50.,"390,000,000.","390,000,000.",87.72,3.84,8.14,"40,412,863,000.",1.11,36.03,158.01,"7,526,296,000.",130.65,"204,857,292,000.",15.05,"711,310,040.0",김정호(12.54),274.,대기업,4,"143,130,000,000."
(주)셀트리온헬스케어,,20.,"2,746,768,000.",,125.99,2.13,0.61,"261,326,037,000.",1.48,27.71,69.03,"132,982,984,000.",278.01,"923,185,968,000.",196.79,"6,738,583,710.0",서정진(36.01),123.,대기업,5,"14,914,952,737,800."
(주)엔바이오니아,,,,,74.98,6.32,4.62,"-6,279,575,000.",1.27,43.95,310.93,"1,891,332,000.",113.41,"7,937,693,000.",-54.62,"149,767,790.0",기타(38.36),60.,중소기업,6,
(주)실리콘웍스,900.,700.,"11,385,010,000.","11,385,010,000.",336.,5.52,11.61,"325,330,329,000.",.89,13.56,32.16,"46,457,534,000.",383.06,"692,756,756,000.",8.15,"820,801,840.0",(주)LG(33.08),"1,035.",대기업,4,"860,381,470,000."
(주)유니테스트,143.83,191.77,"4,052,931,000.","4,052,931,000.",155.78,5.65,6.89,"48,783,633,000.",1.13,45.71,60.49,"21,552,965,000.",219.33,"163,843,820,000.",29.26,"987,010,960.0",김종현(18.94),200.,중소기업,4,"270,516,812,800."
(주)이녹스,-,-,,,181.68,0.13,0.29,"273,525,129,000.",1.4,,29.73,"176,580,964,000.",181.68,"2,739,562,000.",16.12,"456,593,670.0",장경호(48.72),10.,중소기업,4,"127,639,020,600."
(주)메디프론디비티,-,-,,,"2,193.62",2.70,6.56,"-30,721,483,000.",1.65,59.66,6.04,"-11,451,807,000.","2,613.60","20,910,434,000.",-3.22,"909,149,300.0",묵인희(2.46),22.,중소기업,5,"144,590,374,720."
(주)한솔씨앤피,500.,-,,,310.47,1.91,14.45,"5,736,323,000.",.34,-21.80,27.90,"-471,114,000.",334.55,"25,552,670,000.",-7.15,"241,062,920.0",(주)한솔케미칼(50.08),70.,대기업,5,"31,909,447,270."
(주)제노레이,,,,,129.96,5.28,4.34,"14,595,178,000.",.69,16.53,53.12,"4,970,882,000.",237.45,"41,331,005,000.",63.27,"268,383,150.0",,194.,중소기업,2,
(주)동양에스텍,99.,147.,"1,470,000,000.","1,470,000,000.",96.02,3.92,11.36,"40,839,188,000.",.39,18.91,98.92,"3,167,043,000.",138.20,"159,869,610,000.",4.27,"2,103,547,500.0",조남욱(21.95),86.,대기업,6,"31,050,000,000."
SK바이오랜드(주),250.,250.,"3,750,000,000.","3,750,000,000.",140.51,5.97,3.86,"111,335,703,000.",1.16,2.87,25.86,"11,807,314,000.",258.74,"98,467,385,000.",6.06,"320,740,670.0",SKC(주)(27.94),318.,대기업,2,"301,500,000,000."
(주)현대에이치씨엔,39.03,48.79,"5,507,668,000.","5,507,668,000.",664.14,8.85,"22,547.97","89,566,965,000.",.4,188.0,9.69,"42,370,471,000.",664.19,"271,860,829,000.",6.35,"632,234,490.0",(주)현대홈쇼핑(35.34),449.,대기업,4,"445,862,554,200."
(주)쎌바이오텍,451.7,439.08,"4,127,313,000.","4,127,313,000.","1,083.74",5.92,24.74,"88,406,755,000.",.97,4.20,6.88,"19,240,286,000.","1,127.19","58,870,734,000.",8.39,"436,079,510.0",정명준(19.34),140.,중소기업,2,"376,000,000,000."
이지케어텍(주),,,"407,400,000.","407,400,000.",483.37,4.41,,"23,422,456,000.",,-4.61,32.40,"3,678,250,000.",483.37,"52,916,012,000.",17.85,"166,927,480.0",기타(48.21),372.,중소기업,2,
S&T모티브(주),"1,000.","1,000.","14,623,136,000.","14,623,136,000.",170.28,4.23,7.71,"547,331,470,000.",.4,4.91,43.22,"47,656,061,000.",218.14,"852,121,935,000.",4.99,"1,044,267,080.0",(주)S&T홀딩스(37.21),766.,대기업,2,"685,093,921,600."
(주)엑시콘,100.,132.29,"1,175,175,000.","1,175,175,000.",213.16,9.04,5.75,"48,463,502,000.",1.24,47.70,21.50,"7,626,867,000.",325.78,"66,441,333,000.",6.94,"458,216,090.0",최명배(19.02),159.,중소기업,3,"145,689,400,000."
LG전자(주),398.14,398.14,"72,885,000,000.","72,885,000,000.",71.21,6.0,25.27,"5,602,967,000,000.",1.06,11.21,195.03,"758,046,000,000.",82.92,"31,966,513,000,000.",8.89,"848,976,520.0",(주)LG(33.67),"40,418.",대기업,5,"18,154,409,908,000."
한국바이오젠(주),,,"83,876,000.","83,876,000.",169.73,4.38,4.82,"8,446,585,000.",1.03,9.70,69.93,"2,259,857,000.",274.54,"14,406,275,000.",26.78,"306,516,490.0",,54.,중소기업,2,
(주)유아이디,-,-,,,106.4,12.03,44.43,"20,692,778,000.",1.12,-53.64,52.03,"-8,650,933,000.",107.47,"8,921,891,000.",-18.41,"114,383,220.0",박종수(38.06),76.,중소기업,7,"39,229,713,600."
(주)티비에이치글로벌,-,-,,,19.32,8.82,2.75,"-5,297,971,000.",.77,13.31,278.76,"-12,415,544,000.",63.79,"180,047,261,000.",-17.05,"524,919,130.0",우종완(19.55),321.,대기업,7,"163,934,597,340."
(주)예스티,-,-,,,169.78,8.43,6.11,"32,964,583,000.",1.15,185.42,112.49,"14,628,283,000.",261.24,"150,431,280,000.",29.04,"601,725,120.0",장동복(26.08),216.,중소기업,6,"233,675,334,000."
(주)세이브존아이앤씨,27.61,46.01,"1,888,232,000.","1,888,232,000.",92.26,32.34,42.68,"272,771,961,000.",.1,-2.67,44.36,"26,942,323,000.",95.51,"176,743,036,000.",5.14,"901,750,180.0",(주)세이브존(46.97),186.,대기업,2,"201,921,203,400."
(주)코스메카코리아,-,200.,"1,068,000,000.","1,068,000,000.",217.04,5.79,13.33,"39,536,245,000.",.47,3.98,27.91,"7,728,404,000.",256.37,"158,226,664,000.",6.79,"313,320,130.0",박은희(25.22),518.,중소기업,3,"347,100,000,000."
(주)삼성출판사,110.,150.,"1,500,000,000.","1,500,000,000.",600.46,3.53,3.65,"39,521,087,000.",.66,0.11,11.24,"1,552,722,000.",922.27,"47,296,099,000.",0.76,"208,352,860.0",김진용(47.44),348.,대기업,3,"119,500,000,000."
(주)제닉,25.,5.05,"35,000,000.",,105.14,7.22,5.67,"27,701,824,000.",1.12,-19.24,35.64,"-6,846,848,000.",177.31,"49,599,697,000.",-11.37,"216,592,560.0",솔브레인(주)(25.49),242.,중소기업,5,"82,813,500,000."
씨앤지하이테크(주),,,"460,176,000.","460,176,000.",216.52,17.80,10.21,"20,083,820,000.",.52,69.56,30.56,"8,261,298,000.",387.62,"75,190,706,000.",71.16,"905,912,120.0",홍사문(43.14),110.,중소기업,3,
