,2015/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016,,,2016,2016/Annual
(주)경농,115.3,218.25,"4,734,132,000.00","4,734,132,000.00",31.68,7.17,1.65,"120,186,449,000.00",0.53,4.07,50.87,"5,770,891,000.00",149.74,"143,209,666,000.00",2.12,"427,491,540.00",(주)동오레저(27.57),351,대기업,5,"125,812,150,000.00"
성보화학(주),"2,200.00",440,"8,808,800,000.00","8,808,800,000.00",311.59,8.82,1.3,"146,701,945,000.00",0.47,3.51,21.15,"75,039,914,000.00",471.68,"58,011,681,000.00",79.03,"400,080,560.00",윤정선(29.86),150,중소기업,3,"113,313,200,000.00"
(주)조비,-,-,,,30.99,5,2.01,"-690,891,000.00",0.81,0.39,136.01,"873,515,000.00",96.34,"59,058,576,000.00",20.05,"579,005,650.00",(주)경농(72.34),122,대기업,7,"54,895,462,500.00"
롯데정밀화학(주),493.6,296.16,"7,641,000,000.00","7,641,000,000.00",215.28,5.95,7.87,"610,636,927,000.00",1.13,-4.43,38.8,"-33,053,896,000.00",281.52,"1,110,673,838,000.00",-4.38,"1,364,464,170.00",롯데케미칼(주)(31.13),835,대기업,5,"790,770,000,000.00"
(주)DB하이텍,-,-,,,105.82,7.64,9.68,"75,868,886,000.00",1.37,15.98,176.13,"88,002,359,000.00",133.9,"773,140,180,000.00",31.26,"377,694,270.00",(주)동부(12.43),"2,007.00",대기업,5,"708,784,314,000.00"
대한화섬(주),-,-,,,30.28,7.8,6.88,"329,880,307,000.00",0.55,-22.7,20.81,"15,337,504,000.00",51.25,"104,629,274,000.00",-3.23,"731,673,240.00",한국도서보급(17.74),159,대기업,5,"138,776,000,000.00"
(주)덕성,17.97,40.44,"703,624,000.00","703,624,000.00",157.7,4.05,6.57,"48,556,560,000.00",1.21,38.02,57.28,"2,941,791,000.00",211.08,"98,630,563,000.00",3.75,"544,920,240.00",이봉근(13.04),185,중소기업,5,"104,305,280,000.00"
송원산업(주),70,140,"3,360,000,000.00","3,360,000,000.00",71.55,3.45,5.46,"350,168,000,000.00",1.33,2.27,106.81,"56,445,000,000.00",109.49,"561,119,000,000.00",16.45,"970,794,120.00",송원물산(주)(23.88),680,대기업,4,"410,400,000,000.00"
한올바이오파마(주),-,-,,,547.13,3.54,4.41,"-30,257,751,000.00",1.95,3.57,19.52,"2,057,399,000.00",669.66,"82,881,524,000.00",9.64,"244,488,270.00",(주)대웅제약(29.70),313,대기업,4,"686,964,389,700.00"
강남제비스코(주),500,500,"3,250,000,000.00","3,250,000,000.00",377.52,4.7,7.77,"255,404,674,000.00",0.77,-2.5,18.2,"22,368,899,000.00",447.3,"263,219,921,000.00",5.73,"419,140,000.00",황익준(19.24),697,대기업,2,"234,975,000,000.00"
(주)노루홀딩스,307.37,345.79,"4,690,231,000.00","4,690,231,000.00",337.66,,,"269,833,585,000.00",0.43,201.6,21.36,"69,700,225,000.00",337.66,"81,209,820,000.00",28.71,"1,727,868,510.00",한영재(35.33),58,대기업,3,"210,213,169,100.00"
조광페인트(주),205.08,328.13,"4,200,000,000.00","4,200,000,000.00",124.05,3.44,5.87,"161,401,672,000.00",1.09,-0.01,39.06,"16,991,820,000.00",196.6,"183,378,684,000.00",10.41,"418,672,790.00",조광페인트(주)(17.97),469,대기업,2,"145,280,000,000.00"
에이프로젠제약(주),-,-,,,186.05,1.9,4.09,"-11,836,949,000.00",0.82,-1.28,57.42,"-5,231,765,000.00",205.2,"29,443,668,000.00",13.57,"300,445,590.00",(주)에이프로젠(7.69),106,중소기업,7,"316,625,417,505.00"
광동제약(주),61.93,61.93,"3,246,449,000.00","3,246,449,000.00",122.13,5.93,7.99,"305,896,263,000.00",0.76,11.19,48.84,"29,168,626,000.00",182.71,"636,317,841,000.00",6.99,"640,158,790.00",FIDELITY PURITAN TRUST(10.49),"1,009.00",대기업,2,"446,625,650,520.00"
국제약품(주),-,57.03,"947,134,000.00","157,856,000.00",85.46,3.06,6.5,"7,124,543,000.00",1.09,2.99,91.27,"824,013,000.00",120.74,"114,992,377,000.00",-1.04,"292,601,470.00",효림산업(주)(23.67),388,대기업,6,"76,476,699,390.00"
(주)녹십자홀딩스,286.64,286.64,"13,621,654,000.00","13,621,654,000.00",14.09,,0.69,"461,633,557,000.00",1.09,105.76,48.54,"26,794,034,000.00",93.77,"98,335,182,000.00",2.21,"534,430,340.00",허일섭(11.62),191,대기업,5,"1,176,926,647,500.00"
(주)대웅,366.38,371.37,"4,318,462,000.00","4,318,462,000.00","1,305.57",13.31,277.36,"160,418,432,000.00",0.76,-0.53,5.93,"5,958,016,000.00","1,306.17","49,222,029,000.00",2.49,"175,167,360.00",윤재승(11.61),284,대기업,4,"512,230,843,800.00"
동아쏘시오홀딩스(주),"1,000.00","1,000.00","6,050,313,000.00","6,050,313,000.00",38.47,2.41,,"405,412,388,000.00",0.95,13.09,36.91,"4,651,491,000.00",38.47,"55,252,587,000.00",51.41,"228,316,480.00",강정석(25.68),174,대기업,6,"946,873,984,500.00"
동화약품(주),79.24,108.95,"3,043,120,000.00","3,043,120,000.00",225.27,4.38,9.01,"197,195,919,000.00",1.05,6.39,28.34,"26,254,318,000.00",273.19,"237,470,835,000.00",9.91,"355,495,260.00",동화지앤피(주)(15.22),738,대기업,2,"226,803,536,400.00"
보령제약(주),193.59,192,"1,618,542,000.00","1,618,542,000.00",96.42,3.17,6.71,"181,945,044,000.00",0.78,1.94,103.69,"5,614,105,000.00",133.95,"409,140,007,000.00",-0.3,"357,952,760.00",(주)보령(30.12),"1,332.00",대기업,4,"522,660,000,000.00"
부광약품(주),717.01,575.88,"21,530,890,000.00","17,942,409,000.00",555.5,2.9,3.67,"221,279,848,000.00",0.43,0.32,9.74,"20,400,992,000.00",790.04,"142,017,353,000.00",-2.5,"230,173,990.00",김동연(17.74),625,대기업,2,"987,030,554,400.00"
안국약품(주),193.26,193.28,"2,520,802,000.00","2,520,802,000.00",221.26,2.94,8.09,"113,850,099,000.00",1.5,-12.26,44.04,"2,412,854,000.00",261.46,"171,293,704,000.00",0.55,"328,148,860.00",어진(22.68),478,대기업,4,"166,942,976,000.00"
영진약품(주),-,-,,,183.16,3.48,5,"14,388,088,000.00",0.85,13.47,87.77,"4,202,183,000.00",285.96,"193,133,853,000.00",5.72,"315,578,190.00",(주)케이티앤지(53.00),626,대기업,5,"1,566,608,400,000.00"
(주)유유제약,159.76,166.85,"1,274,093,000.00","1,274,093,000.00",131.48,2.31,6.05,"26,966,770,000.00",1.32,12.67,37.65,"-492,843,000.00",178.3,"59,783,034,000.00",3.25,"234,443,270.00",유승필(12.98),305,중소기업,6,"93,736,736,550.00"
(주)유한양행,"1,800.01","1,800.01","20,545,509,000.00","20,545,509,000.00",315.52,5.88,11.33,"1,296,286,027,000.00",0.88,17.05,22.09,"122,400,549,000.00",361.1,"1,312,018,359,000.00",8.17,"790,372,510.00",(재)유한재단(15.40),"1,830.00",대기업,2,"2,263,195,383,000.00"
일동홀딩스(주),290.05,144.92,"1,046,751,000.00","1,046,751,000.00",335.22,0.3,0.54,"532,879,019,000.00",1.04,23.17,33.09,"267,889,441,000.00",335.22,"19,976,834,000.00",-69.88,"277,456,030.00",썬라이즈홀딩스(유)(20.00),80,대기업,5,"186,348,549,600.00"
일성신약(주),378.88,378.88,"1,007,826,000.00","1,007,826,000.00","2,742.68",2.68,3.55,"392,471,888,000.00",0.54,9.26,5.75,"3,017,242,000.00","2,963.25","67,463,384,000.00",0.55,"258,480,400.00",일성신약(주)(49.48),234,중소기업,3,"327,180,000,000.00"
제일파마홀딩스(주),51.46,60.04,"891,528,000.00","891,528,000.00",115.24,0.21,0.53,"227,376,280,000.00",0.83,-93.37,94.35,"8,816,842,000.00",155.45,"39,417,056,000.00",2.63,"38,988,190.00",한승수(27.31),40,대기업,4,"1,198,395,000,000.00"
(주)종근당홀딩스,"1,123.68","1,320.42","6,615,126,000.00","6,615,126,000.00","3,247.43",22.01,,"179,695,877,000.00",1.3,-6.5,0.7,"10,360,187,000.00","3,247.43","13,217,615,000.00",22.53,"695,663,950.00",이장한(30.88),26,대기업,3,"345,179,422,900.00"
JW중외제약(주),149.87,249.72,"5,194,381,000.00","5,194,381,000.00",125.6,1.61,5.19,"30,978,474,000.00",1.61,7.62,136.79,"-10,950,982,000.00",163.43,"467,465,121,000.00",22.79,"415,894,240.00",JW홀딩스(주)(38.14),"1,179.00",대기업,6,"995,005,759,200.00"
(주)한독,98.84,123.55,"1,555,995,000.00","1,555,995,000.00",84.89,3.09,6.32,"257,335,929,000.00",0.93,10.54,99,"3,923,299,000.00",122.27,"396,252,889,000.00",0.6,"442,246,530.00",(주)와이앤에스인터내셔날(19.09),930,대기업,6,"330,594,600,000.00"
한미사이언스(주),482.98,-,,,106.75,0.54,,"241,233,974,000.00",1.38,-79.46,17.67,"6,490,775,000.00",106.75,"35,644,471,000.00",11.92,"383,273,880.00",임성기(34.99),83,대기업,5,"3,561,537,879,900.00"
(주)아모레퍼시픽그룹,362.87,429.04,"38,345,198,000.00","38,345,198,000.00","5,089.97",17.25,,"1,075,910,601,000.00",0.75,21.23,2.82,"45,008,701,000.00","5,089.97","83,127,891,000.00",0.69,"491,881,010.00",서경배(53.90),107,대기업,2,"11,321,989,667,000.00"
(주)동성화학,499.68,494.98,"2,625,837,000.00","2,625,837,000.00",128.86,5.05,17.16,"62,823,248,000.00",1.42,-8.34,53.95,"11,916,046,000.00",142.99,"127,607,824,000.00",11.83,"574,810,020.00",(주)동성코퍼레이션(51.52),227,대기업,5,"102,651,421,050.00"
SKC(주),744.11,720.15,"27,030,630,000.00","27,030,630,000.00",66.83,6.63,10.47,"1,229,403,059,000.00",1.19,-14.56,74.73,"87,738,460,000.00",98.57,"1,380,829,846,000.00",2.49,"1,079,616,770.00",SK(주)(41.00),"1,244.00",대기업,5,"1,238,640,315,000.00"
(주)한화,460.78,552.93,"57,039,742,000.00","57,039,742,000.00",44.71,4.92,8.6,"2,040,880,009,000.00",1.41,0.06,149.84,"106,275,361,000.00",63.18,"5,101,851,157,000.00",16.46,"929,298,940.00",김승연(22.65),"5,649.00",대기업,6,"2,636,146,636,050.00"
한국쉘석유(주),"18,000.00","17,000.00","22,100,000,000.00","22,100,000,000.00",334.42,7.32,10.13,"89,788,744,000.00",0.28,-5.77,26.36,"27,242,382,000.00",411.17,"210,901,755,000.00",0.48,"1,934,878,490.00",Shell Petroleum N.V(53.85),106,대기업,2,"575,900,000,000.00"
미창석유공업(주),"2,080.44","2,179.51","3,791,638,000.00","3,791,638,000.00",568.43,5.64,6.22,"221,784,949,000.00",0.55,-9.28,14.67,"30,731,865,000.00",663.2,"280,598,373,000.00",12.95,"3,301,157,330.00",유재순(28.59),87,대기업,3,"164,572,971,200.00"
S-OIL(주),"1,300.00","5,700.00","663,694,000,000.00","663,694,000,000.00",114.83,14.89,8.12,"4,739,108,000,000.00",1.07,-8.77,118.48,"1,207,083,000,000.00",164.98,"16,321,843,000,000.00",18.64,"5,311,370,970.00",A.O.C.B.V(63.41),"3,186.00",대기업,5,"9,760,990,394,400.00"
(주)경동인베스트,"1,249.71","1,190.91","4,150,078,000.00","4,150,078,000.00",151.5,,0.53,"487,530,956,000.00",0.51,-99.96,62.48,"16,356,641,000.00",151.9,"518,599,000.00",1.41,"1,813,280.00",(주)경동홀딩스(32.18),12,대기업,6,"267,284,160,000.00"
(주)이수화학,286.62,475.34,"7,262,206,000.00","7,262,206,000.00",61.68,6.97,12.95,"348,153,481,000.00",1.3,-12.69,67.17,"24,293,350,000.00",88.09,"899,376,613,000.00",3.31,"2,385,614,360.00",(주)이수(34.82),408,대기업,6,"249,031,400,000.00"
(주)디알비동일,71.69,90.39,"1,673,189,000.00","1,428,189,000.00",97.84,4.49,19.24,"261,681,385,000.00",0.92,-18.55,34.68,"9,595,624,000.00",109.57,"129,988,200,000.00",4.4,"361,078,330.00",김세연(47.64),345,대기업,3,"228,598,500,000.00"
한국테크놀로지그룹(주),295.73,295.73,"27,508,525,000.00","27,508,525,000.00","3,274.50",3.18,,"847,999,087,000.00",0.57,4.92,3.74,"44,758,579,000.00","3,274.50","90,300,328,000.00",0.77,"401,334,790.00",조양래(23.59),63,대기업,3,"1,930,168,589,750.00"
엔피씨(주),75,80,"3,380,545,000.00","3,380,545,000.00",106.78,3.56,16.24,"177,530,758,000.00",0.12,-3.31,55.83,"47,688,998,000.00",123.34,"316,069,627,000.00",25.56,"960,697,950.00",임익성(20.84),290,대기업,3,"252,237,600,000.00"
일양약품(주),-,95.36,"1,871,954,000.00","1,871,954,000.00",44.71,2.35,4.59,"-7,270,183,000.00",1.06,33.3,107.63,"2,749,726,000.00",68.13,"176,421,138,000.00",-4.01,"286,863,640.00",정도언(21.38),621,대기업,7,"804,481,249,600.00"
삼진제약(주),537.53,627.12,"8,717,014,000.00","8,717,014,000.00",221.86,2.66,5.61,"149,818,460,000.00",0.8,10.53,34.11,"30,174,332,000.00",312.53,"239,312,894,000.00",14.61,"373,926,400.00",조의환(12.15),703,대기업,2,"483,025,000,000.00"
(주)한솔케미칼,785.35,981.68,"11,088,315,000.00","11,088,315,000.00",36.18,7.24,13.77,"179,463,966,000.00",1.11,8.83,70.2,"51,061,082,000.00",53.79,"315,815,438,000.00",15.62,"766,542,330.00",조동혁(14.47),493,대기업,4,"940,889,743,500.00"
삼일제약(주),185.58,139.19,"765,534,000.00","765,534,000.00",103.29,3.04,7.47,"49,905,125,000.00",1.18,9.96,89.97,"861,256,000.00",129.83,"96,160,627,000.00",-2.86,"251,072,130.00",허강(18.18),431,대기업,6,"46,255,000,000.00"
(주)동방아그로,187.44,213.01,"2,900,694,000.00","2,900,694,000.00",186.73,6.93,1.88,"124,821,907,000.00",0.38,0.01,34.26,"5,859,300,000.00",376.21,"115,846,147,000.00",2.7,"499,336,840.00",염병만(13.49),223,대기업,3,"99,544,487,870.00"
(주)티웨이홀딩스,-,-,,,118.78,13.01,13.55,"-80,268,870,000.00",1.52,32.41,63.86,"2,020,832,000.00",130.95,"29,114,533,000.00",16.35,"559,894,870.00",(주)예림당(56.76),50,대기업,6,"111,318,075,900.00"
삼성제약(주),-,-,,,118.42,1.23,3.98,"-37,149,131,000.00",0.97,22.06,48.46,"-16,966,756,000.00",154.21,"40,527,279,000.00",91.3,"191,166,410.00",(주)젬백스&카엘(8.63),207,중소기업,7,"166,201,290,450.00"
(주)조흥,"2,500.00","5,000.00","3,000,000,000.00","3,000,000,000.00",162.44,8.56,3.97,"110,166,943,000.00",0.78,14.62,44.44,"8,119,809,000.00",239.96,"129,692,616,000.00",5.99,"708,702,820.00",(주)오뚜기(29.95),262,대기업,4,"109,800,000,000.00"
(주)한국화장품제조,-,79.99,"362,501,000.00","362,501,000.00",178.61,4.32,12.58,"28,212,995,000.00",1.09,42.81,51.39,"9,615,809,000.00",209.92,"64,948,683,000.00",26.7,"411,067,610.00",임충헌(11.54),196,중소기업,4,"123,950,200,000.00"
현대약품(주),41.35,40.91,"1,145,392,000.00","1,145,392,000.00",141.46,2.5,6.32,"74,723,307,000.00",0.97,9.28,50.42,"1,260,887,000.00",185.12,"120,021,835,000.00",-4.17,"303,085,440.00",이한구(18.43),390,대기업,5,"127,960,000,000.00"
넥센타이어(주),78.75,98.44,"10,173,643,000.00","10,173,643,000.00",172.27,4.07,12.59,"1,032,594,320,000.00",0.57,1.48,96.47,"145,435,113,000.00",206.23,"1,490,685,587,000.00",14.32,"344,030,830.00",(주)넥센(42.20),"4,165.00",대기업,2,"1,287,856,401,000.00"
한국석유공업(주),"1,295.39","1,478.42","968,660,000.00","968,660,000.00",134.26,3.86,18.17,"132,949,315,000.00",0.49,2.32,42.96,"11,876,971,000.00",161.16,"188,120,670,000.00",15.29,"1,213,681,740.00",강승모(19.45),173,대기업,2,"67,485,600,000.00"
(주)한국아트라스비엑스,700,124.72,"1,141,168,000.00","1,141,168,000.00",160.44,5.11,11.88,"450,250,805,000.00",0.14,2.26,51.72,"50,687,988,000.00",200.71,"554,361,989,000.00",-50.26,"858,145,490.00",(주)아트라스비엑스(58.43),968,대기업,4,"482,205,000,000.00"
삼화페인트공업(주),468.88,274.58,"6,971,242,000.00","6,971,242,000.00",92.6,4.06,6.02,"247,461,676,000.00",0.93,-2.45,80.44,"17,858,426,000.00",149.49,"442,507,882,000.00",4.93,"480,464,580.00",김장연(32.41),929,대기업,4,"251,601,759,340.00"
금호석유화학(주),653.16,640.87,"22,095,782,000.00","22,095,782,000.00",32.97,8.43,9.56,"815,749,632,000.00",1.42,-0.66,177.36,"29,416,871,000.00",52.3,"3,138,617,263,000.00",2.37,"2,403,229,140.00",국민연금공단(11.48),"1,341.00",대기업,4,"2,586,938,801,800.00"
(주)엔케이물산,-,-,,,313.17,1.53,51.34,"-10,185,230,000.00",0.65,-52.76,24.24,"-124,027,000.00",315.12,"12,466,126,000.00",45.84,"623,306,300.00",(주)하나모두(8.64),14,중소기업,6,"65,594,960,640.00"
KG케미칼(주),332.88,333.02,"3,855,394,000.00","3,855,394,000.00",57.7,5.04,4.72,"103,123,386,000.00",1,-1.51,61.42,"10,876,388,000.00",91.24,"164,826,988,000.00",5.03,"766,637,150.00",곽재선(19.27),211,대기업,5,"170,760,278,000.00"
(주)경인양행,48.32,48.94,"1,976,820,000.00","1,976,820,000.00",64.35,4.21,2.79,"134,468,521,000.00",1.13,2.43,51.83,"3,724,987,000.00",135.07,"179,267,850,000.00",2.75,"368,863,890.00",김흥준(21.06),627,대기업,5,"201,577,861,350.00"
동성제약(주),-,-,,,161.76,1.81,6.17,"18,019,052,000.00",1.12,6.78,125.43,"-1,660,443,000.00",200.41,"79,720,855,000.00",-3.66,"233,101,920.00",이양구(17.43),328,중소기업,7,"93,875,927,640.00"
(주)동남합성,155.89,200,"302,015,000.00","302,015,000.00",111.93,5.94,12.55,"38,130,983,000.00",0.22,36.25,37.98,"7,076,752,000.00",157.52,"104,228,395,000.00",23.89,"760,791,200.00",미원상사(주)(40.06),145,대기업,3,"87,886,306,800.00"
태경화학(주),150,150,"1,740,000,000.00","1,740,000,000.00",139.87,3.89,18.83,"64,858,751,000.00",0.72,0.82,16.88,"4,483,331,000.00",164.59,"50,010,477,000.00",-1.38,"581,517,170.00",(주)백광소재(40.01),91,대기업,3,"60,900,000,000.00"
대한약품공업(주),180,220,"1,320,000,000.00","1,320,000,000.00",126.67,2.9,10.8,"89,767,551,000.00",0.47,12.2,72.48,"17,657,294,000.00",152.51,"139,436,904,000.00",20.96,"233,172,080.00",이윤우(20.74),703,대기업,3,"167,100,000,000.00"
대원제약(주),198.2,255.7,"4,521,152,000.00","4,521,152,000.00",157.46,7.61,6.83,"145,940,593,000.00",1.05,11.95,32.07,"19,552,431,000.00",272.39,"238,448,562,000.00",8.34,"281,521,320.00",백승호(15.52),981,대기업,2,"346,557,478,400.00"
(주)서흥,250,330,"3,817,807,000.00","3,817,807,000.00",76.24,4.39,4.06,"168,068,409,000.00",0.74,11.63,80.15,"19,383,243,000.00",155.9,"260,347,928,000.00",6.38,"339,879,800.00",양주환(32.79),827,대기업,2,"429,792,547,950.00"
삼천당제약(주),48.35,48.41,"1,065,026,000.00","1,065,026,000.00",228.34,4.59,7.27,"84,474,003,000.00",1.16,10.95,25.33,"5,070,174,000.00",305.51,"111,520,809,000.00",6.9,"303,871,410.00",(주)소화(31.20),390,대기업,2,"257,406,119,100.00"
우리들제약(주),-,-,,,184.38,3.35,6.68,"5,349,243,000.00",0.79,18.44,74.98,"3,451,432,000.00",243,"71,545,613,000.00",26.55,"286,182,450.00",김수경(8.65),266,중소기업,6,"173,453,787,000.00"
이화산업(주),-,-,,,85.02,2.05,4.52,"36,956,800,000.00",0.95,,54.72,"867,928,000.00",113.84,"47,351,891,000.00",,"876,886,870.00",조규완(29.89),53,중소기업,6,"54,040,000,000.00"
진양제약(주),93.15,93.15,"1,117,744,000.00","1,117,744,000.00",174.88,1.29,5.78,"33,860,838,000.00",1.37,-10,56.24,"-9,098,646,000.00",237.53,"36,132,341,000.00",-16.95,"155,074,420.00",최재준(24.50),207,중소기업,6,"61,680,000,000.00"
(주)화승인더스트리,24.84,24.84,"1,374,315,000.00","1,374,315,000.00",74.44,9.07,40.2,"192,799,170,000.00",1.24,31.39,117.09,"106,258,988,000.00",83.97,"829,327,416,000.00",79.6,"2,165,345,730.00",(주)화승알앤에이(17.57),35,대기업,5,"578,094,000,000.00"
(주)디비아이엔씨,-,-,,,113.26,5.9,60.08,"-102,146,329,000.00",0.92,0.52,41.85,"-20,712,779,000.00",124.86,"204,809,968,000.00",-8.61,"570,501,300.00",김남호(18.59),393,대기업,6,"133,680,718,880.00"
(주)넥센,550,75,"4,089,661,000.00","4,089,661,000.00",104.35,5.85,12.59,"320,230,081,000.00",0.31,-0.61,20.48,"24,424,330,000.00",127.44,"192,727,587,000.00",4.84,"231,088,230.00",강호찬(50.51),925,대기업,2,"429,006,755,600.00"
신일제약(주),114,133,"1,050,700,000.00","1,050,700,000.00",543.18,2.6,5.12,"77,337,933,000.00",0.84,12.32,13.54,"9,360,314,000.00",678.7,"50,212,038,000.00",7.31,"143,054,240.00",홍성소(17.30),369,중소기업,2,"107,835,000,000.00"
(주)디티알오토모티브,960.93,305.69,"7,253,107,000.00","7,253,107,000.00",149.62,1.95,3.84,"532,887,763,000.00",0.25,-62.58,14.69,"22,735,163,000.00",197.75,"144,209,681,000.00",3.28,"164,811,060.00",김만수(28.61),227,대기업,3,"590,802,798,000.00"
(주)한농화성,97.81,107.59,"1,682,342,000.00","1,682,342,000.00",135.48,4.99,10.96,"92,257,888,000.00",1,1.99,54.72,"8,765,910,000.00",179.61,"204,984,259,000.00",7.96,"1,281,151,620.00",김응상(43.38),167,대기업,3,"100,546,180,060.00"
경동제약(주),538.27,620.07,"8,231,389,000.00","8,231,389,000.00",366.78,8.37,7.73,"200,119,561,000.00",0.56,5.15,12.63,"16,851,776,000.00",454.26,"157,010,995,000.00",1.94,"284,956,430.00",류덕희(9.97),597,대기업,2,"244,923,750,000.00"
진양산업(주),150,125,"1,625,000,000.00","1,625,000,000.00",106.77,4.32,12.79,"20,173,007,000.00",0.13,-3.32,29.52,"533,766,000.00",134.74,"29,595,265,000.00",-5.88,"493,254,420.00",(주)진양홀딩스(50.96),65,중소기업,2,"57,590,000,000.00"
(주)동구바이오제약,,,,,52.32,5.69,7.79,"10,829,023,000.00",2.13,8.7,193.82,"10,922,787,000.00",78.23,"87,363,407,000.00",4.46,"445,731,670.00",조용준(38.98),294,중소기업,5,
AK홀딩스(주),486.71,535.38,"7,092,523,000.00","7,092,523,000.00",8.94,,,"189,757,914,000.00",1.16,14.44,10.66,"13,180,701,000.00",8.94,"23,291,349,000.00",1.43,"1,663,667,790.00",채형석(16.14),15,대기업,2,"741,863,416,000.00"
KPX케미칼(주),"1,250.00","1,500.00","7,260,000,000.00","7,260,000,000.00",304.63,5.47,6.83,"346,530,178,000.00",0.57,-17.08,21.13,"30,281,821,000.00",391.48,"503,957,968,000.00",5.88,"1,702,560,700.00",KPX홀딩스(주)(43.85),294,대기업,2,"287,496,000,000.00"
고려제약(주),69.54,99.2,"1,091,200,000.00","1,091,200,000.00",455.63,1.75,6.07,"45,086,819,000.00",1.49,16.71,18.17,"5,050,062,000.00",559.17,"55,308,133,000.00",8.02,"218,609,220.00",박상훈(37.48),257,중소기업,2,"72,160,000,000.00"
신신제약(주),,,"401,982,000.00","401,982,000.00",155.5,2.52,9.08,"27,059,394,000.00",1.74,12.51,99.85,"4,441,174,000.00",194.42,"58,068,778,000.00",52.01,"219,957,490.00",이영수(32.80),320,중소기업,4,
애경산업(주),,,"4,264,465,000.00","4,264,465,000.00",64.55,9.02,8.19,"60,192,381,000.00",1.35,10.31,150.1,"21,546,409,000.00",115.69,"506,779,883,000.00",10.7,"682,991,760.00",AK홀딩스(주)(48.27),915,대기업,5,
영보화학(주),97.5,97.5,"1,950,000,000.00","1,950,000,000.00",102.15,3.69,13.71,"92,175,453,000.00",0.99,-9.21,44.49,"5,868,963,000.00",115.14,"87,909,175,000.00",3.95,"312,844,040.00",적수화학공업(주)(51.00),282,대기업,3,"129,800,000,000.00"
(주)일야,109.33,109.33,,,102.28,23.05,73.22,"14,441,736,000.00",1.25,12.65,57.78,"2,078,887,000.00",111.94,"73,896,031,000.00",4.28,"665,730,010.00",강재우(21.09),67,중소기업,4,"97,115,400,000.00"
진양폴리우레탄(주),-,-,,,28.52,5.69,22.42,"10,214,365,000.00",1.47,-9.08,97.5,"7,005,137,000.00",36.04,"17,315,570,000.00",65.15,"541,111,560.00",(주)진양홀딩스(49.87),43,중소기업,5,"23,450,000,000.00"
삼아제약(주),191.63,239.53,"1,525,836,000.00","1,525,836,000.00",599.99,3.28,6.78,"129,454,134,000.00",1.1,10.42,8.97,"9,867,236,000.00",693.86,"65,875,510,000.00",6.31,"213,189,350.00",허준(44.36),314,중소기업,2,"138,229,000,000.00"
(주)엔피케이,29.93,29.93,"386,862,000.00","386,862,000.00",82.96,11.07,15.73,"13,784,727,000.00",1.1,16.29,102.91,"2,555,967,000.00",113.54,"56,604,521,000.00",9.2,"228,244,040.00",NIPPON PIGMENT(46.15),277,중소기업,5,"39,934,922,070.00"
보령메디앙스(주),9.98,-,,,64.94,6.44,6.45,"29,376,196,000.00",1.15,-2.22,163.64,"2,113,555,000.00",111.14,"129,154,197,000.00",-3.08,"623,933,320.00",김은정(29.76),153,대기업,5,"166,650,000,000.00"
극동유화(주),"1,000.00",115,"4,009,983,000.00","4,009,983,000.00",222.96,4.71,12.05,"121,233,080,000.00",0.62,-11.7,32.1,"14,138,293,000.00",263.87,"226,106,656,000.00",8.09,"1,900,055,930.00",장홍선(27.66),137,대기업,2,"114,023,003,400.00"
명문제약(주),34.99,67.37,"1,564,273,000.00","1,154,273,000.00",118.28,1.88,7.51,"13,837,767,000.00",1.46,16.27,102.56,"6,912,204,000.00",140.7,"135,252,700,000.00",44.24,"276,025,920.00",우석민(23.68),546,대기업,6,"124,691,400,000.00"
우진비앤지(주),50,25,"268,136,000.00","268,136,000.00",108.03,5.56,3.7,"12,719,263,000.00",0.87,18.34,162.65,"175,430,000.00",173.48,"27,818,764,000.00",1.07,"262,441,170.00",강재구(21.16),93,중소기업,7,"77,548,235,310.00"
신풍제약(주),-,-,,,113.09,1.12,4.41,"136,842,086,000.00",1.22,-1.73,93.8,"-17,556,296,000.00",137.42,"182,275,832,000.00",12.2,"229,856,030.00",(주)송암사(42.75),767,대기업,7,"324,159,690,500.00"
(주)오공,49.87,59.87,"689,818,000.00","689,818,000.00",98.86,4.96,9.21,"40,254,222,000.00",0.47,6.84,71.9,"3,854,635,000.00",125.17,"53,268,689,000.00",7.18,"377,792,120.00",김윤정(22.04),146,대기업,3,"59,799,045,060.00"
환인제약(주),205.2,205.2,"3,816,768,000.00","3,816,768,000.00",721.14,2.21,7.25,"196,350,880,000.00",0.8,-2.77,10.59,"16,397,455,000.00",813.29,"141,376,272,000.00",6.55,"317,699,490.00",이광식(18.63),461,대기업,2,"294,811,109,500.00"
(주)더존비즈온,220,290,"8,605,048,000.00","8,605,048,000.00",203.53,4.58,200.22,"89,047,363,000.00",0.92,12.74,54.23,"28,403,501,000.00",205.62,"173,040,399,000.00",15.68,"166,065,640.00",(주)더존다스(19.68),"1,396.00",대기업,3,"636,479,415,000.00"
동국제약(주),296.55,395.4,"3,515,866,000.00","3,515,866,000.00",274.76,3.45,8.44,"204,893,992,000.00",1.25,18.68,34.1,"40,594,382,000.00",336.69,"304,408,150,000.00",18.76,"376,742,760.00",권기범(20.16),916,대기업,1,"510,400,800,000.00"
