,2015/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016,,,2016,2016/Annual
올리패스(주),,,,,65.77,,,"-13,407,752,000.00",1.61,-99.01,129.29,"-9,040,365,000.00",65.77,"15,520,000.00",-41.55,"228,240.00",정신(45.16),83,중소기업,7,
(주)녹십자웰빙,,,"789,827,000.00","789,827,000.00",179.8,6.04,10.34,"7,671,792,000.00",,365.43,34.2,"3,596,951,000.00",256.47,"36,650,716,000.00",14.9,"251,032,300.00",기타(35.93),198,대기업,4,
(주)마니커에프앤지,,,,,61.84,5.43,9.2,"6,602,802,000.00",0.78,6.18,199.64,"1,600,857,000.00",95.81,"80,419,974,000.00",10.24,"459,542,710.00",(주)팜스토리(100.0),172,대기업,6,
(주)라파스,,,,,"1,238.81",4.23,6.76,"4,988,566,000.00",1.47,-44.15,25.17,"195,689,000.00","1,320.09","9,136,428,000.00",0.77,"179,145,650.00",정도현(29.08),77,중소기업,5,
리켐(주),-,-,,,11.05,7.21,10.82,"-40,606,451,000.00",0.92,-25.9,343.2,"-35,415,028,000.00",17.44,"33,220,047,000.00",-66.19,"442,933,960.00",와이에이치2호조합(10.00),76,중소기업,10,"34,403,994,560.00"
(주)육일씨엔에쓰,-,-,,,84.63,7.27,5.64,"13,503,908,000.00",1.13,-45.14,166.59,"-5,815,216,000.00",117,"43,590,064,000.00",-16.78,"396,273,310.00",구자옥(53.75),77,중소기업,8,"72,445,330,000.00"
한국철강(주),899.69,899.69,"8,286,143,000.00","8,286,143,000.00",315.37,4.36,8.68,"167,914,488,000.00",0.8,-3.09,22.47,"46,547,076,000.00",374.06,"663,369,314,000.00",5.51,"1,214,962,110.00",KISCO홀딩스(주)(40.81),528,대기업,2,"341,230,500,000.00"
에스케이씨코오롱피아이(주),110,450,"13,214,845,000.00","13,214,845,000.00",230.84,6.84,6.23,"104,459,200,000.00",0.66,12.29,34.56,"20,977,772,000.00",309.33,"153,056,952,000.00",8.53,"686,354,040.00",SKC(주)(27.03),267,대기업,2,"411,128,508,000.00"
(주)스킨앤스킨,-,-,,,160.89,4.8,17.44,"-26,591,709,000.00",1.32,24.78,32.89,"-13,274,835,000.00",167.08,"15,277,789,000.00",45.39,"175,606,770.00",비아이티1호조합(8.25),76,중소기업,6,"74,415,181,650.00"
씨에스베어링(주),,,,,28.57,7.67,6.14,"-9,524,716,000.00",1.55,-0.75,271.12,"9,616,820,000.00",53.51,"45,277,376,000.00",65.24,"471,639,330.00",EastBridge Asian Mid-market Op(43.45),119,중소기업,7,
(주)나노브릭,,,,,40.47,6.19,5.27,"-14,385,294,000.00",1.72,"1,361.46",113.59,"-5,860,097,000.00",71.86,"5,014,556,000.00",-13.96,"89,545,640.00",주재현(16.11),50,중소기업,8,
메가엠디(주),-,94.04,"2,103,650,000.00","2,103,650,000.00",123.82,24.18,60.15,"41,609,652,000.00",0.78,-8.11,40.65,"2,793,910,000.00",128.26,"58,230,473,000.00",0.57,"183,692,340.00",메가스터디(주)(45.15),328,대기업,4,"98,869,181,060.00"
(주)현성바이탈,-,-,,,924.81,2.48,20.68,"22,980,757,000.00",,10.89,12.88,"6,752,319,000.00",953.32,"28,617,962,000.00",70.99,"269,980,770.00",신지윤(62.05),52,중소기업,2,"135,875,000,000.00"
차이나그레이트스타인터내셔널리미티드,,,,,,,,,,,,,,,,,우여우즈(37.14),5,중소기업,,
(주)파인테크닉스,24.92,24.92,"834,447,000.00","834,447,000.00",65.66,5.84,6.12,"5,506,978,000.00",1,31.97,109.11,"559,989,000.00",119.32,"189,787,081,000.00",4.83,"593,084,630.00",홍성천(27.24),164,중소기업,6,"114,016,762,095.00"
(주)티라유텍,,,,,109.67,11.18,,"3,458,920,000.00",,35.57,164.31,"572,577,000.00",109.67,"17,699,797,000.00",17.97,"102,310,970.00",,221,중소기업,5,
한세실업(주),250,326.42,"13,056,782,000.00","13,056,782,000.00",105.68,9.55,9.75,"410,108,061,000.00",0.41,-2.88,101.62,"44,566,061,000.00",139.97,"1,421,975,960,000.00",5.48,"2,282,465,430.00",한세예스24홀딩스(주)(41.92),638,대기업,5,"1,026,000,000,000.00"
(주)파인텍,-,-,,,70.61,0.2,10.67,"10,305,219,000.00",1.36,-94.25,137.56,"-9,867,385,000.00",72.03,"6,773,277,000.00",-4.52,"107,512,330.00",강원일(26.11),124,중소기업,8,"65,663,972,640.00"
미원홀딩스(주),"2,332.05","5,117.54","3,606,026,000.00","3,606,026,000.00",345.64,,,"177,926,701,000.00",0.39,-100,17.01,"32,674,500,000.00",500.63,,11.86,,김정돈(15.61),11,대기업,2,"316,736,129,500.00"
컨버즈(주),-,-,,,82.03,3.75,4.09,"-55,145,387,000.00",0.85,-4.31,328,"-17,554,874,000.00",123.08,"45,974,763,000.00",-3.38,"505,217,180.00",더블유글로벌3호조합(3.72),36,중소기업,8,"51,420,692,000.00"
(주)파멥신,,,,,243.77,,,"-22,996,019,000.00",,-48.21,51.35,"-3,559,971,000.00",243.77,"784,269,000.00",-5.62,"39,213,450.00",,34,중소기업,6,
(주)엘지하우시스,"1,796.45","1,796.45","18,015,000,000.00","18,015,000,000.00",130.35,5.02,16.08,"289,252,000,000.00",1.03,8.83,103.51,"75,708,000,000.00",159.67,"2,490,561,000,000.00",5.76,"832,685,060.00",(주)LG(30.07),"3,245.00",대기업,4,"916,429,431,000.00"
우리이앤엘(주),-,-,,,136.51,1.48,27.62,"23,129,301,000.00",1.35,-24.74,85.14,"-14,156,904,000.00",138.06,"134,674,936,000.00",4.12,"891,886,990.00",우리이티아이(주)(38.15),77,대기업,8,"73,852,000,000.00"
(주)포시에스,124.81,120.7,"787,303,000.00","629,842,000.00","3,401.37",3.14,,"23,726,005,000.00",0.81,4.38,2.51,"4,264,311,000.00","3,401.37","13,635,087,000.00",4.56,"119,606,030.00",조종민(41.69),146,중소기업,2,"51,074,894,250.00"
엘티씨(주),145.93,145.97,"1,097,685,000.00","1,097,685,000.00",250.2,24.71,14.62,"49,787,718,000.00",0.86,-14.07,41.07,"318,352,000.00",288.3,"61,861,387,000.00",8.25,"511,251,130.00",최호성(35.64),145,중소기업,5,"106,407,193,450.00"
자이글(주),,107.09,"1,417,825,000.00","1,417,825,000.00",625.63,20.44,42.3,"35,866,163,000.00",1.22,0.08,6.33,"10,812,687,000.00",696.62,"102,001,507,000.00",70.01,"1,593,773,550.00",이진희(64.38),60,중소기업,2,"122,454,735,500.00"
(주)영원무역,200,248.03,"10,990,681,000.00","10,990,681,000.00",104.48,7.33,48.56,"347,264,529,000.00",0.45,6.79,68.68,"65,611,848,000.00",109.11,"1,212,014,124,000.00",4.36,"2,913,495,490.00",(주)영원무역홀딩스(50.52),291,대기업,3,"1,358,146,494,200.00"
대성에너지(주),250,250,"6,875,000,000.00","6,875,000,000.00",95.87,4.85,324.5,"58,991,831,000.00",0.68,-15.63,112.91,"13,982,482,000.00",97.06,"738,562,283,000.00",2.49,"1,705,686,570.00",대성홀딩스(주)(63.64),413,대기업,5,"176,000,000,000.00"
(주)휴맥스,147.15,144.68,"3,459,465,000.00","3,459,465,000.00",155.45,2.56,9.18,"112,902,916,000.00",0.51,-11.71,78.32,"-24,845,172,000.00",185.37,"916,514,546,000.00",-7.85,"1,139,943,470.00",(주)휴맥스홀딩스(32.14),667,대기업,6,"328,787,222,500.00"
(주)로고스바이오시스템스,,-,,,"5,135.56",3.08,3.02,"-5,100,545,000.00",3.04,15.73,5.99,"-1,258,639,000.00","5,476.00","4,478,562,000.00",298.61,"78,571,260.00",정연철(19.30),40,중소기업,5,"60,727,394,200.00"
(주)하이로닉,-,9.52,"134,189,000.00","134,189,000.00","2,309.29",11.89,4.24,"16,803,307,000.00",1.44,-17.57,3.74,"1,531,174,000.00","2,583.72","14,768,148,000.00",-0.98,"155,454,190.00",이진우(26.22),82,중소기업,4,"105,710,587,500.00"
(주)알테오젠,-,-,,,"3,701.00",12.5,,"1,854,680,000.00",1.65,-49.57,3.33,"-3,276,813,000.00","3,701.00","2,334,238,000.00",18.24,"49,664,640.00",박순재(22.68),70,중소기업,6,"204,676,528,750.00"
(주)민앤지,346.38,432.7,"2,929,814,000.00","2,929,814,000.00",281.88,6.63,,"28,484,129,000.00",0.94,31.94,11.61,"11,163,303,000.00",281.88,"35,128,632,000.00",64.29,"487,897,670.00",이경민(26.85),105,중소기업,2,"178,299,420,000.00"
에스앤씨엔진그룹리미티드,,,,,,,,,,,,,,,,,천궈웨이(37.49),.,중소기업,,
우리들휴브레인(주),-,-,,,148.99,1.41,3.74,"-13,723,706,000.00",0.97,0.27,72.64,"-6,816,006,000.00",162.5,"6,129,491,000.00",113.1,"153,237,280.00",김수경(4.61),19,중소기업,7,"200,877,702,300.00"
덕산네오룩스(주),-,-,,,773.18,17.52,5.39,"6,592,777,000.00",0.91,4.99,8.85,"4,673,942,000.00",885.21,"42,330,697,000.00",4.09,"377,952,650.00",덕산하이메탈(주)(37.92),173,중소기업,3,"381,847,086,000.00"
한솔제지(주),499.8,699.79,"14,091,233,000.00","14,091,233,000.00",34.81,6.55,9.96,"50,699,182,000.00",0.72,-0.08,199.88,"36,561,377,000.00",57.46,"1,348,565,318,000.00",27.51,"1,573,588,470.00",한솔홀딩스(주)(27.03),"1,135.00",대기업,7,"396,689,227,300.00"
(주)퓨쳐스트림네트웍스,-,-,,,533.85,6.89,,"-7,918,852,000.00",0.97,,24.91,"-7,138,261,000.00",533.85,"31,453,004,000.00",136.92,"425,040,590.00",(주)옐로디지털마케팅(58.89),116,중소기업,6,"106,282,209,060.00"
(주)클래시스,-,-,,,261.05,24.59,9.63,"16,219,992,000.00",,81.66,34.98,"7,071,905,000.00",333.38,"27,243,309,000.00",83.02,,(주)아프리카티비(8.65),213,중소기업,1,"10,972,500,000.00"
(주)디알텍,-,-,,,221.02,3.1,4.98,"4,810,301,000.00",0.44,25.13,37.21,"-19,187,000.00",324.56,"37,786,686,000.00",140.75,"257,052,290.00",윤정기(13.82),221,중소기업,6,"87,181,750,655.00"
(주)로보로보,-,-,"80,000,000.00","80,000,000.00",495.7,10.81,6.55,"11,228,218,000.00",0.1,-0.95,10.02,"1,725,217,000.00",607.55,"10,762,883,000.00",31.33,,(주)위드인베스트먼트(4.97),50,중소기업,3,"5,740,000,000.00"
(주)유니맥스글로벌,-,-,,,200.13,11.53,4.64,"2,813,318,000.00",0.29,23.2,167.74,"1,655,579,000.00",270.06,"16,997,618,000.00",56.76,"16,997,618,000.00",(주)에이씨피씨(8.65),130,중소기업,4,"10,972,500,000.00"
(주)토박스코리아,-,-,,,225.87,11.28,5.42,"4,577,138,000.00",0.03,91.37,22.97,"3,039,146,000.00",460.1,"23,778,083,000.00",452.49,,에스비아이인베스트먼트(주)(21.22),40,중소기업,2,"7,476,525,000.00"
(주)우정바이오,-,-,,,242.04,7.94,9.41,"7,896,507,000.00",0.23,14.89,96.35,"1,125,199,000.00",304.16,"21,479,371,000.00",31.76,"21,479,371,000.00",엠지인베스트먼트(주)(6.36),112,중소기업,5,"10,972,500,000.00"
(주)유틸렉스,,,,,"3,250.28",,,"-5,963,240,000.00",0.97,,21.98,"-5,113,612,000.00","3,250.28",,189.68,,기타(37.49),92,중소기업,6,
(주)골프존,"3,998.12","1,599.25","10,035,952,000.00","10,035,952,000.00",124.92,13.29,30.56,"44,086,293,000.00",0.38,6.94,53.28,"35,913,366,000.00",146.29,"196,864,993,000.00",10.3,"703,089,260.00",(주)골프존뉴딘(20.28),391,대기업,4,"409,784,599,500.00"
(주)휴네시온,,,"30,000,000.00","30,000,000.00",240.2,3.07,38.25,"3,512,574,000.00",,34.53,73.44,"1,607,251,000.00",267.45,"10,325,541,000.00",108.9,,,93,중소기업,2,
(주)이노인스트루먼트,-,-,,,100.89,4.76,23.57,"43,067,621,000.00",0.05,,35.87,"20,638,717,000.00",119.26,"30,195,678,000.00",220.4,,(주)에이씨피씨(6.80),63,중소기업,4,"13,860,000,000.00"
(주)덱스터스튜디오,-,-,,,"2,025.35",1.97,,"12,020,859,000.00",1.12,21.96,9.58,"5,069,985,000.00","2,025.35","31,776,984,000.00",5.81,"88,762,530.00",김용화(27.25),313,중소기업,4,"102,911,972,240.00"
(주)세종메디칼,,,,,202.29,13.41,9.47,"15,736,694,000.00",0.67,10.49,25.58,"3,192,102,000.00",234.11,"12,772,991,000.00",22.47,"107,336,060.00",정현국(39.12),126,중소기업,3,
(주)수젠텍,,-,,,735.49,5.54,1.58,"-4,262,621,000.00",1.37,81.38,16.04,"-1,558,392,000.00",828.61,"1,090,268,000.00",59.09,"32,066,710.00",손미진(18.20),101,중소기업,6,"25,184,748,000.00"
(주)액트로,,,,,195.06,2.87,22.95,"4,937,825,000.00",1.56,80.3,256.64,"2,227,298,000.00",206.12,"15,458,945,000.00",147,"417,809,320.00",신병균(31.97),54,중소기업,6,
(주)노바텍,,,,,"1,036.32",8.51,30.6,"8,190,392,000.00",,97.85,10.4,"4,535,678,000.00","1,099.30","13,456,041,000.00",142.88,,,35,중소기업,2,
(주)매직마이크로,-,-,,,91.91,4.91,7.28,"16,493,285,000.00",0.85,6.37,88.82,"-3,694,784,000.00",124.57,"66,119,094,000.00",-5.73,"423,840,350.00",(주)매직디스플레이(16.07),80,중소기업,7,"27,844,009,375.00"
(주)와이솔,219.11,170.61,"3,460,234,000.00","2,965,915,000.00",164.53,4.21,16.16,"102,197,779,000.00",0.92,1.91,76.14,"22,231,221,000.00",184.46,"288,733,460,000.00",12.4,"487,725,440.00",김지호(11.03),600,대기업,4,"313,345,374,300.00"
(주)네오크레마,,,,,401.15,7.18,6.62,"7,590,382,000.00",,8.41,26.85,"1,615,130,000.00",528.03,"14,438,084,000.00",110.09,,,51,중소기업,3,
(주)에스디생명공학,,,,,314.77,9.05,20.07,"44,624,686,000.00",1.33,36.66,21.95,"24,450,665,000.00",372.12,"102,027,854,000.00",81.98,"1,308,049,410.00",박설웅(74.53),212,중소기업,2,
(주)넵튠,-,-,,,"1,375.47",3.98,,"-4,164,872,000.00",0.86,-13.29,4.34,"-2,146,368,000.00","1,375.47","7,345,180,000.00",36.18,"91,814,750.00",정욱(13.89),35,중소기업,6,"144,212,872,920.00"
글로벌에스엠테크리미티드,,,,,,,,,,,,,,,,,(주)서울메탈홀딩스(48.42),.,중소기업,,
(주)에이스토리,,,,,505.04,23.13,15.4,"3,134,904,000.00",0.72,43.81,21.7,"700,522,000.00",519.06,"27,320,775,000.00",39.35,"1,366,038,750.00",(주)이에스프로덕션(19.00),22,중소기업,4,
코오롱인더스트리(주),500,"1,100.00","30,849,673,000.00","30,849,673,000.00",52.59,6.24,5.5,"551,152,632,000.00",1.01,-7.56,124.7,"118,952,003,000.00",91.81,"3,125,539,307,000.00",7,"858,193,110.00",(주)코오롱(32.16),"3,951.00",대기업,2,"1,948,668,124,000.00"
(주)토니모리,300,229.97,"4,056,706,000.00","4,056,706,000.00",160.41,8.41,10.65,"77,063,090,000.00",0.91,7.49,39.68,"19,501,119,000.00",210.98,"236,453,729,000.00",14.29,"1,292,096,880.00",배해동(32.11),163,대기업,3,"401,310,000,000.00"
조선선재(주),-,"1,451.46","1,825,430,000.00","1,825,430,000.00",662.49,8.65,6.29,"77,809,419,000.00",0.66,-4.89,14.78,"14,463,002,000.00",740.62,"63,087,575,000.00",16.76,"485,289,040.00",CS홀딩스(주)(45.33),120,중소기업,2,"91,305,462,600.00"
케이씨코트렐(주),-,40,"520,000,000.00","520,000,000.00",125.25,3.18,66.81,"32,071,838,000.00",1.33,-7.14,115.86,"1,216,842,000.00",128.17,"171,196,746,000.00",26.05,"847,508,640.00",케이씨그린홀딩스(주)(35.04),256,대기업,5,"77,480,000,000.00"
뉴프라이드코퍼레이션,-,-,,,133.27,5.71,6.77,"-34,630,447,000.00",1.49,-29.55,137.38,,146.68,"42,661,163,000.00",77.22,"253,935,490.00",SRV ENTERPRISES(CYPRUS) LTD(7.54),9,중소기업,8,"132,968,095,770.00"
(주)천보,,,,,157.18,6.58,7.26,"58,464,554,000.00",1.39,13.12,16.82,"13,240,073,000.00",259.09,"71,949,954,000.00",35.47,"672,429,480.00",이상율(49.70),119,중소기업,2,
와이엠씨(주),-,189.11,"1,865,589,000.00","1,865,589,000.00",132.37,18.95,16.54,"34,916,210,000.00",1.49,129.31,81.86,"8,297,183,000.00",151.65,"117,257,580,000.00",18.71,"613,914,030.00",이윤용(34.42),223,중소기업,4,"105,063,240,450.00"
씨케이에이치푸드앤헬스리미티드,,,,,,,,,,,,,,,,,왕위에런(36.61),.,중소기업,,
(주)핸디소프트,-,-,,,289.17,4.13,8.21,"-591,445,000.00",0.19,-11.23,45.12,"1,181,926,000.00",328.45,"36,883,856,000.00",52.97,"226,281,330.00",(주)다산인베스트(26.81),118,중소기업,4,"59,075,351,280.00"
(주)제테마,,,,,284.28,2.65,6.5,"234,894,000.00",,24.35,264.22,"818,085,000.00",327.51,"12,632,338,000.00",17.54,,,105,중소기업,6,
이스트아시아홀딩스인베스트먼트리미티드,,,,,,,,,,,,,,,,,정강위(20.13),.,중소기업,,
(주)네오오토,-,150,"787,489,000.00","787,489,000.00",74.76,16.95,23.6,"52,571,388,000.00",0.51,21.8,95.31,"7,883,058,000.00",92.73,"140,544,448,000.00",12.55,"1,479,415,240.00",김선현(40.00),98,대기업,2,"36,645,000,000.00"
한국화장품(주),-,-,,,306.97,4.53,3.36,"31,560,207,000.00",0.94,-22.2,16.78,"10,474,804,000.00",381.76,"21,325,545,000.00",22.25,"234,346,650.00",(주)한국화장품제조(20.00),62,중소기업,4,"203,260,200,000.00"
(주)에스제이엠,200,200,"3,120,980,000.00","3,120,980,000.00",325.11,2.99,5.3,"65,248,631,000.00",0.77,0.68,18.2,"14,854,542,000.00",413.99,"97,244,014,000.00",11.8,"279,436,820.00",(주)에스제이엠홀딩스(40.60),335,중소기업,3,"94,253,583,920.00"
에스티팜(주),,500,"9,242,200,000.00","9,242,200,000.00",257.19,14.56,2.67,"134,239,023,000.00",0.86,45.13,17.41,"61,670,556,000.00",434.6,"200,361,533,000.00",182.7,"402,332,400.00",동아쏘시오홀딩스(주)(32.68),459,대기업,3,"829,025,340,000.00"
(주)노바렉스,,,"1,145,241,000.00","1,145,241,000.00",213.41,6.83,8.01,"28,452,014,000.00",,-6.79,34.31,"9,206,516,000.00",274.69,"77,125,931,000.00",22.91,"401,697,560.00",권석형(36.80),256,중소기업,2,
대성산업(주),-,-,,,33.79,4.62,133.08,"463,228,841,000.00",1.39,-34.13,14.38,"1,595,607,000.00",34.28,"20,859,038,000.00",1.27,"31,461,600.00",(주)대성합동지주(23.25),595,대기업,4,"104,541,724,700.00"
한미약품(주),"1,995.94",-,,,105.36,1.45,5.97,"119,857,719,000.00",1.42,-38.22,151.46,"3,939,586,000.00",129.27,"687,781,954,000.00",-5.3,"335,995,090.00",한미사이언스(주)(41.38),"2,436.00",대기업,7,"3,187,926,410,500.00"
(주)피제이메탈,100,90,"2,232,303,000.00","2,232,303,000.00",61.2,12.71,4.7,"16,959,329,000.00",0.64,-2.49,98.48,"2,393,038,000.00",165.58,"99,365,541,000.00",14.3,"1,242,069,260.00",(주)풍전비철(45.87),81,대기업,6,"47,994,519,015.00"
알에스오토메이션(주),,,,,77.84,3.57,5.54,"15,993,255,000.00",1.02,9.56,216.6,"2,958,279,000.00",112.81,"65,938,245,000.00",18.22,"409,554,320.00",강덕현(46.94),186,중소기업,6,
(주)한일진공,99.22,-,,,104.98,3.02,4.21,"34,464,132,000.00",1.49,-23.95,50.96,"14,965,767,000.00",128.33,"19,867,070,000.00",38.87,"138,930,560.00",(주)코스인베스트먼트(22.11),124,중소기업,5,"93,264,130,155.00"
(주)선데이토즈,-,-,,,947.17,13.93,,"101,399,792,000.00",1.15,-2.97,11.88,"14,302,043,000.00",947.17,"77,299,922,000.00",13.23,"441,713,840.00",(주)스마일게이트홀딩스(20.89),260,대기업,3,"196,181,761,000.00"
알서포트(주),-,-,,,898.47,4.18,351.89,"6,394,511,000.00",0.94,18.3,9.26,"-968,148,000.00",901.35,"18,238,665,000.00",-15.09,"81,060,730.00",서형수(29.65),203,중소기업,5,"108,664,849,320.00"
(주)디에이치피코리아,98.55,98.55,"1,632,478,000.00","1,632,478,000.00",674.71,5.72,11.23,"31,358,280,000.00",1.16,15.98,11.42,"11,495,820,000.00",727.23,"44,719,857,000.00",14.92,"263,057,980.00",삼천당제약(주)(38.38),165,중소기업,2,"149,083,173,000.00"
엘브이엠씨홀딩스(주),,,,,,,,,,,,,,,,,오세영(44.43),48,대기업,,
미원화학(주),"1,250.00","1,000.00","2,217,952,000.00","2,217,952,000.00",808.43,8.54,14.19,"47,620,034,000.00",0.15,-4,11.17,"13,734,689,000.00","1,042.19","139,901,001,000.00",6.69,"863,586,430.00",미성통상(주)(28.42),189,대기업,1,"154,147,664,000.00"
(주)셀리드,,,,,"1,337.53",,,"-3,293,908,000.00",,,,"-1,771,575,000.00","1,337.53",,,,,27,중소기업,7,
(주)시디즈,-,-,,,"1,079.85",11.92,5.34,"4,108,600,000.00",1.04,47.89,6.77,"134,078,000.00","1,200.17","9,939,845,000.00",0.67,,(주)시디즈(40.58),137,중소기업,4,"44,600,000,000.00"
신라젠(주),,-,,,306.29,2.73,,"-58,597,974,000.00",0.94,254.92,31.06,"-49,528,297,000.00",306.29,"12,704,182,000.00",136.69,"362,976,630.00",문은상(8.36),61,중소기업,6,"824,518,509,000.00"
(주)브이원텍,,,,,320.8,4.12,12.7,"19,405,668,000.00",0.88,74.12,31.58,"7,760,304,000.00",366.09,"23,669,587,000.00",89.16,"591,739,680.00",김선중(35.09),67,중소기업,3,
(주)선진,100,100,"813,960,000.00","813,960,000.00",55.73,8.02,13.97,"140,270,113,000.00",0.12,3.52,127.17,"26,428,864,000.00",72.96,"615,164,688,000.00",11.84,"2,016,933,400.00",제일홀딩스(주)(50.00),352,대기업,5,"227,106,000,000.00"
에스지이(주),,,,,50.5,4.77,135.89,"19,883,188,000.00",1.41,44.34,288.4,"7,249,526,000.00",51.4,"42,699,570,000.00",26.34,"609,993,860.00",기타(29.17),179,중소기업,6,
(주)세미콘라이트,-,-,,,76.59,6.27,18.2,"-3,848,255,000.00",0.63,3.36,128.72,"-11,859,253,000.00",87.28,"59,174,840,000.00",-8.16,"215,966,570.00",에스엘코리아(12.66),160,중소기업,7,"78,294,216,000.00"
(주)강스템바이오텍,-,-,,,"1,157.01",3.59,1.84,"-24,406,256,000.00",1.52,-43.23,106.48,"-8,300,375,000.00","1,175.05","842,805,000.00",8.19,"10,668,420.00",강경선(17.73),100,중소기업,7,"153,507,420,000.00"
(주)하림,-,50,"2,697,124,000.00","2,697,124,000.00",46.23,16.92,6.55,"28,291,340,000.00",0.69,3.47,117.73,"17,220,395,000.00",97.71,"822,135,760,000.00",8.09,"399,871,480.00",제일홀딩스(주)(47.92),"2,288.00",대기업,6,"265,144,285,270.00"
에이자기관리부동산투자회사(주),952,619,"2,246,187,000.00","2,246,187,000.00","1,581.48",4.1,6.28,"7,938,733,000.00",0.56,-36.44,22.2,"4,498,411,000.00","1,581.48","33,570,170,000.00",4.24,,(주)한밭컨설팅(14.45),7,중소기업,3,"21,155,525,050.00"
라온피플(주),,,,,220.15,5.07,7.43,"4,477,123,000.00",,69.99,61.65,"2,601,978,000.00",274.3,"12,072,924,000.00",35.85,,,101,중소기업,4,
(주)러셀,-,-,"447,000,000.00","447,000,000.00",235.09,7.27,5.92,"14,324,526,000.00",0.24,54.4,28.89,"2,710,907,000.00",354.03,"21,130,332,000.00",22.84,"10,565,166,000.00",플러스에이파트너스(주)(6.31),53,중소기업,2,"9,405,000,000.00"
(주)켐온,-,-,,,639.15,7.03,"3,193.86","7,824,231,000.00",.,,16.73,"1,718,594,000.00",639.51,"15,416,764,000.00",98.36,"123,334,110.00",(주)티에스인베스트먼트 외 1인(6.80),195,중소기업,3,"14,035,000,000.00"
(주)디딤,-,-,,,36.16,30.37,36.24,"12,257,248,000.00",0.23,6.2,242.14,"3,882,857,000.00",45.75,"65,752,104,000.00",43.84,"65,752,104,000.00",(주)에이씨피씨(8.59),779,대기업,5,"14,751,000,000.00"
우리산업(주),49.98,49.71,"453,927,000.00","453,927,000.00",57.96,4.87,4.37,"23,125,160,000.00",1.38,31.55,183.3,"13,260,289,000.00",112.33,"258,789,641,000.00",21.93,"733,115,130.00",우리산업홀딩스(주)(39.46),357,대기업,5,"211,409,573,450.00"
메가스터디교육(주),"1,198.77",998.97,"2,321,984,000.00","2,321,984,000.00",45.68,34.33,231.56,"7,972,962,000.00",0.35,39.35,35,"3,502,500,000.00",47.45,"174,483,370,000.00",-0.12,"236,748,130.00",손주은(12.51),"1,032.00",대기업,4,"104,596,920,000.00"
(주)미래생명자원,-,-,,,261.5,4.59,9.8,"16,911,821,000.00",0.14,16.36,33.4,"1,687,140,000.00",316.83,"29,237,503,000.00",17.59,"14,618,751,500.00",박경남(8.11),35,중소기업,3,"7,201,200,000.00"
에이치엔티일렉트로닉스(주),,-,,,260.11,3.42,508.62,"34,942,277,000.00",1.16,86.9,57.19,"6,267,811,000.00",261.41,"169,036,453,000.00",74.6,"2,449,803,670.00",(주)코아시아홀딩스(32.02),105,대기업,5,"56,021,196,000.00"
(주)슈피겐코리아,597.55,497.96,"3,095,475,000.00","3,095,475,000.00",960.85,10.36,22.53,"121,775,401,000.00",1.1,27.22,7.54,"34,696,696,000.00","1,018.96","130,791,110,000.00",20.33,"756,017,980.00",김대영(59.20),320,대기업,2,"353,711,054,700.00"
압타바이오(주),,,,,"13,037.48",31.07,,"-1,543,229,000.00",,,3.51,"-844,742,000.00","13,037.48","596,908,000.00",,,,17,중소기업,5,
(주)미투온,,-,,,"7,160.36",13.62,,"4,516,367,000.00",,-5.01,1.08,"2,004,021,000.00","7,160.36","14,145,588,000.00",182.57,"243,889,450.00",손창욱(16.69),52,중소기업,4,"361,513,464,000.00"
(주)큐리언트,,-,,,"1,438.92",,,"-42,728,125,000.00",1.94,,7.76,"-10,535,977,000.00","1,438.92",,741.35,,(재)한국파스퇴르연구소(13.52),20,중소기업,5,"253,676,896,200.00"
(주)싸이토젠,,,,,169.45,2.24,27.14,"-8,411,664,000.00",1.69,73.56,964.45,"-2,149,161,000.00",172.43,"849,832,000.00",-82.13,"31,475,260.00",기타(45.92),37,중소기업,9,
(주)흥국에프엔비,200,95.66,"702,238,000.00","702,238,000.00",92.85,10.81,4.52,"26,084,308,000.00",1.38,1.9,21.99,"2,664,279,000.00",195.74,"40,254,435,000.00",-14.51,"324,632,540.00",오길영(49.10),140,중소기업,3,"100,942,751,250.00"
(주)앤디포스,,400,"6,027,586,000.00","6,027,586,000.00","1,244.15",10.86,23.28,"31,321,489,000.00",1.05,22.84,10.29,"14,928,811,000.00","1,298.00","70,582,568,000.00",229.17,"767,201,830.00",(주)앤텍컴(44.33),102,중소기업,3,"203,431,027,500.00"
앱클론(주),,,,,896.4,10.71,292.18,"-17,872,667,000.00",0.95,60.18,33.65,"-1,596,675,000.00",896.57,"3,120,330,000.00",-9.98,"86,675,830.00",이종서(12.60),39,중소기업,6,
(주)에스에스알,,,"298,000,000.00","298,000,000.00",245.91,0.68,,"1,859,465,000.00",,45.63,305.15,"82,908,000.00",245.91,"8,251,334,000.00",-46.97,,,108,중소기업,6,
(주)배럴,,,,,350.92,26.05,6.34,"8,249,295,000.00",,53.5,63.53,"3,713,118,000.00",580.24,"24,246,628,000.00",76.38,"373,025,050.00",,110,중소기업,3,
