,2017/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018/Annual,2018,,,2018,2018/Annual
큐렉소(주),-,-,,,698.68,2.36,3.06,"-104,286,673,000.",.86,1.21,4.73,"-29,420,161,000.","1,211.67","33,889,685,000.",-0.94,"574,401,440.0",(주)한국야쿠르트(34.72),62.,대기업,5,"214,820,709,320."
(주)조이시티,-,-,,,127.98,10.25,,"5,793,657,000.",.96,-4.19,107.24,"-7,375,039,000.",127.98,"86,819,413,000.",-20.65,"313,427,480.0",(주)엔드림(16.99),218.,중소기업,7,"121,368,968,500."
(주)티비씨,9.45,9.45,"945,357,000.","945,357,000.",915.67,3.82,,"58,872,091,000.",.51,-3.73,9.50,"3,361,497,000.",915.67,"40,359,498,000.",2.14,"305,753,770.0",(주)나노켐(13.05),128.,중소기업,3,"57,500,000,000."
디에스티(주),-,-,,,76.91,2.49,3.78,"-70,711,941,000.",.53,22.24,230.34,"-6,437,251,000.",96.89,"27,598,527,000.",-2.42,"320,913,100.0",(주)한강홀딩스(18.91),74.,중소기업,9,"51,685,681,307."
(주)광진윈텍,28.14,46.9,"452,982,000.","452,982,000.",85.58,3.11,8.64,"20,027,026,000.",.68,0.16,193.03,"-1,735,402,000.",110.71,"88,537,565,000.",-10.20,"619,143,810.0",신태식(28.96),64.,중소기업,7,"22,166,011,935."
(주)화진,-,-,,,39.94,6.29,19.28,"19,253,775,000.",.63,-6.86,140.0,"-17,355,632,000.",48.13,"58,421,587,000.",-32.77,"215,577,810.0",(주)메타센스(4.16),268.,중소기업,8,"73,560,710,880."
(주)엠피그룹,-,-,,,51.18,11.10,52.60,"-5,573,462,000.",,-19.47,124.92,"8,812,710,000.",56.46,"65,652,118,000.",72.42,"118,935,000.0",정우현(16.78),639.,대기업,6,"106,263,055,205."
(주)에너토크,50.,58.98,"575,459,000.","575,459,000.",749.81,3.57,4.04,"30,333,741,000.",.88,-5.76,5.45,"1,848,310,000.","1,027.49","23,058,748,000.",1.94,"235,293,350.0",서부전기(주)(11.91),98.,중소기업,3,"40,195,082,560."
대아티아이(주),20.,20.,"1,423,030,000.","1,423,030,000.",250.26,2.26,26.41,"66,378,746,000.",.87,20.39,29.78,"6,788,005,000.",260.12,"86,938,638,000.",4.57,"285,982,360.0",최진우(15.51),322.,중소기업,4,"584,153,995,620."
(주)세코닉스,14.78,24.64,"277,185,000.",,103.27,4.43,6.88,"113,648,891,000.",.87,24.60,152.79,"8,939,930,000.",148.99,"400,685,304,000.",6.71,"388,260,950.0",박원희(16.72),"1,292.",대기업,7,"86,054,169,150."
한국컴퓨터(주),114.1,95.08,"1,528,063,000.","1,528,063,000.",560.78,10.97,10.96,"86,037,905,000.",.56,-77.83,23.38,"1,408,647,000.",579.50,"35,947,819,000.",-0.74,"342,360,180.0",한국컴퓨터지주(주)(42.11),90.,대기업,4,"38,330,026,650."
덕우전자(주),-,196.43,"1,593,031,000.","1,593,031,000.",333.44,12.85,11.30,"52,145,788,000.",.7,-27.74,15.19,"-1,585,103,000.",402.66,"77,446,060,000.",-4.22,"407,610,840.0",이준용(37.10),183.,중소기업,4,"65,529,333,280."
(주)케이티서브마린,46.93,28.16,"616,624,000.","616,624,000.",95.04,5.24,64.12,"70,244,455,000.",.62,-16.90,26.68,"-4,286,227,000.",99.37,"61,278,284,000.",-5.11,"817,043,790.0",(주)케이티(36.90),67.,대기업,5,"70,080,000,000."
에스씨아이평가정보(주),-,-,,,249.02,10.27,,"1,525,262,000.",.84,16.56,24.38,"2,578,569,000.",249.02,"46,527,546,000.",15.61,"189,136,370.0",진원이앤씨(주)(50.00),246.,중소기업,3,"71,000,000,000."
(주)소프트센,-,-,,,126.07,3.87,16.18,"-4,468,220,000.",.78,-6.25,125.84,"-577,946,000.",152.52,"133,604,426,000.",5.41,"915,098,810.0",(주)아이티센(25.10),93.,중소기업,7,"43,648,049,055."
삼원테크(주),-,-,,,99.29,3.58,4.14,"-3,522,672,000.",.46,-19.21,94.48,"-1,909,455,000.",117.66,"19,415,633,000.",129.03,"539,323,140.0",블루밍홀딩스(주)(12.47),40.,중소기업,8,"91,318,220,000."
(주)수성,-,-,,,49.31,3.12,5.79,"-10,753,518,000.",.19,-10.63,192.97,"-13,392,493,000.",64.33,"23,545,568,000.",-6.52,"405,958,070.0",유니베스트투자조합1호(11.86),62.,중소기업,9,"63,269,452,800."
유니퀘스트(주),98.39,98.4,"2,675,627,000.","2,675,627,000.",98.65,7.13,3.96,"125,576,734,000.",1.52,13.45,73.63,"4,148,663,000.",160.59,"253,633,391,000.",3.09,"1,575,362,680.0",임창완(44.04),162.,대기업,5,"173,476,359,760."
(주)클리오,99.11,-,,,233.74,7.05,8.55,"71,926,568,000.",.96,-3.23,33.87,"-5,950,146,000.",297.20,"184,440,131,000.",-6.97,"658,714,750.0",한현옥(51.73),280.,중소기업,6,"245,186,082,750."
(주)씨제이이엔엠,"2,910.07","1,074.38","23,557,246,000.","23,557,246,000.",70.18,5.53,35.96,"750,251,347,000.",.62,77.51,78.70,"110,764,418,000.",75.09,"2,017,373,340,000.",213.08,"584,237,860.0",CJ(주)(40.08),"3,640.",대기업,4,"4,426,936,929,600."
(주)코아스,-,-,,,36.05,3.75,5.52,"-356,274,000.",1.53,-5.80,235.82,"-309,134,000.",71.82,"105,463,463,000.",-1.92,"411,966,650.0",노재근(16.53),268.,중소기업,8,"41,724,733,500."
(주)캠시스,-,-,,,81.27,3.99,82.80,"-37,034,193,000.",.92,1.84,201.29,"18,904,534,000.",84.02,"381,517,357,000.",46.47,"1,623,478,110.0",권현진(11.63),212.,대기업,7,"99,730,573,125."
(주)잉크테크,-,-,,,52.41,3.04,3.99,"-39,815,630,000.",.1,-2.25,172.81,"-3,631,735,000.",87.23,"54,374,086,000.",-7.71,"222,844,610.0",정광춘(14.83),233.,중소기업,8,"43,333,916,060."
(주)에스에이티,499.99,50.,"1,306,647,000.","1,306,647,000.",489.09,1.26,27.37,"22,235,879,000.",.86,-59.20,7.62,"3,988,310,000.",500.21,"17,761,011,000.",6.94,"188,946,930.0",(주)에프넷(37.46),89.,대기업,2,"45,863,952,030."
(주)신세계푸드,749.96,749.96,"2,904,218,000.","2,904,218,000.",60.89,13.04,15.34,"230,867,871,000.",.72,6.58,93.90,"7,301,941,000.",112.82,"1,263,684,652,000.",0.29,"316,237,400.0",(주)이마트(46.87),"3,920.",대기업,5,"330,709,792,000."
(주)신세계인터내셔날,600.,850.,"6,069,000,000.","6,069,000,000.",65.16,12.45,5.83,"327,790,725,000.",.92,16.67,82.15,"38,023,163,000.",159.40,"1,120,763,405,000.",6.61,"835,766,890.0",(주)신세계(45.76),"1,421.",대기업,4,"1,388,730,000,000."
(주)아모텍,-,-,,,64.97,7.33,5.88,"162,203,330,000.",1.3,-19.43,90.08,"9,542,574,000.",90.82,"232,516,206,000.",4.0,"264,824,840.0",김병규(16.54),896.,대기업,5,"175,381,308,000."
(주)유비케어,29.03,34.43,"1,796,980,000.","1,796,980,000.",342.53,6.41,51.27,"23,590,632,000.",.78,15.25,23.65,"5,729,081,000.",346.77,"94,369,700,000.",121.80,"398,184,390.0",유니머스홀딩스(유)(33.94),250.,중소기업,3,"229,667,411,600."
(주)라이온켐텍,271.81,193.2,"2,972,533,000.","2,972,533,000.",184.94,6.58,12.34,"80,567,651,000.",.37,5.0,30.90,"1,880,001,000.",238.86,"137,943,447,000.",-5.08,"565,342,000.0",박희원(47.62),257.,대기업,4,"149,244,248,500."
(주)제이스텍,495.67,99.13,"1,447,142,000.","1,447,142,000.",407.74,3.82,10.66,"119,302,112,000.",1.01,-77.89,10.05,"8,010,296,000.",481.49,"126,220,077,000.",0.60,"311,654,510.0",정재송(38.13),393.,중소기업,4,"77,222,404,320."
(주)빅텍,-,29.39,"720,000,000.","720,000,000.",158.68,5.77,6.59,"17,053,670,000.",.14,19.44,85.52,"849,691,000.",209.77,"48,767,203,000.",4.73,"262,189,260.0",박승운(33.11),189.,중소기업,5,"55,737,500,000."
(주)제이콘텐트리,-,-,,,258.11,7.10,473.70,"12,452,517,000.",1.2,100.74,19.88,"2,318,615,000.",258.11,"69,870,676,000.",64.82,"93,535,040.0",중앙홀딩스(유)(32.26),765.,대기업,5,"642,547,659,720."
(주)카카오,-,120.55,"10,052,594,000.","10,052,594,000.",100.65,14.94,288.17,"579,442,074,000.",1.36,19.95,30.55,"90,230,380,000.",100.86,"1,173,924,652,000.",33.55,"433,983,240.0",김범수(15.01),"2,857.",대기업,5,"8,588,940,619,000."
(주)제이에스코퍼레이션,289.14,286.47,"3,820,298,000.","3,820,298,000.",441.51,6.27,6.67,"84,585,474,000.",.64,-13.27,11.44,"6,751,957,000.",620.31,"195,063,489,000.",-0.11,"1,336,051,290.0",홍재성(23.80),156.,중소기업,2,"146,691,611,000."
(주)스타플렉스,33.5,78.83,"508,740,000.","508,740,000.",85.78,3.55,4.58,"49,177,612,000.",.1,-7.23,79.36,"850,993,000.",111.87,"77,472,112,000.",0.89,"370,679,960.0",김세권(56.66),184.,중소기업,7,"32,204,132,660."
(주)동성화인텍,-,-,,,33.95,6.76,5.13,"23,112,537,000.",.51,-12.84,168.84,"-3,706,524,000.",70.99,"185,329,974,000.",-4.66,"509,148,280.0",(주)동성코퍼레이션(39.28),395.,대기업,7,"208,313,461,480."
(주)에스피시스템스,,,"107,052,000.","107,052,000.",106.91,3.58,33.73,"19,180,112,000.",.76,64.97,117.93,"4,658,548,000.",114.49,"44,597,462,000.",81.17,"646,340,030.0",,61.,중소기업,5,
(주)제이티,-,-,,,73.32,6.17,9.62,"-1,674,602,000.",.61,8.54,89.70,"2,448,993,000.",99.25,"34,943,401,000.",45.71,"246,080,290.0",유홍준(27.10),127.,중소기업,6,"25,542,913,950."
(주)브리지텍,65.79,100.,"1,195,205,000.","1,195,205,000.",212.29,3.86,117.30,"32,797,434,000.",1.05,53.92,42.28,"2,065,243,000.",213.21,"46,502,491,000.",-8.45,"259,790,450.0",이상호(34.20),188.,중소기업,5,"35,439,162,500."
(주)지니뮤직,-,-,,,185.7,3.85,535.09,"-13,664,150,000.",.79,10.02,52.66,"5,937,816,000.",186.17,"171,232,730,000.",59.84,"707,573,260.0",(주)케이티(35.97),251.,대기업,5,"279,535,256,780."
에이치엘비파워(주),-,-,,,73.23,1.59,8.15,"-46,383,004,000.",.94,20.55,181.23,"-25,548,698,000.",92.44,"27,959,282,000.",-44.98,"473,886,140.0",진양곤(10.83),51.,중소기업,9,"45,089,267,420."
(주)덕신하우징,-,28.76,"1,152,284,000.","1,152,284,000.",136.13,4.29,9.47,"52,355,529,000.",.76,6.69,64.67,"7,602,878,000.",178.49,"131,099,317,000.",13.96,"447,437,940.0",김명환(26.85),269.,대기업,4,"60,690,900,000."
(주)코콤,156.22,184.63,"3,236,598,000.","3,236,598,000.",223.38,4.17,11.61,"88,413,103,000.",.75,14.34,30.51,"13,875,198,000.",278.08,"163,612,643,000.",10.56,"979,716,430.0",한세전자(주)(16.90),157.,대기업,2,"118,330,875,000."
(주)삼화네트웍스,-,-,,,220.88,2.79,,"6,266,681,000.",.85,-41.08,58.0,"-4,912,057,000.",220.88,"11,687,665,000.",-14.73,"292,191,630.0",신상윤(18.00),41.,중소기업,6,"62,303,502,850."
(주)에스모,-,-,,,93.06,4.55,6.31,"44,692,985,000.",.69,-12.57,72.90,"4,870,820,000.",113.28,"71,232,941,000.",9.30,"531,589,110.0",루트원투자조합(20.42),126.,중소기업,6,"618,684,211,250."
(주)에이디칩스,-,-,,,78.14,4.15,4.12,"-25,561,171,000.",1.34,-32.16,65.82,"-7,107,526,000.",103.61,"12,629,866,000.",-21.25,"107,032,760.0",(주)골든에이지인베스트(5.43),132.,중소기업,7,"36,297,488,430."
위즈코프(주),40.34,18.02,"669,480,000.","669,480,000.","1,507.78",71.42,95.16,"4,789,466,000.",.79,8.98,3.52,"-1,631,890,000.","1,539.01","33,903,223,000.",-5.45,"398,861,450.0",정승환(18.90),82.,중소기업,4,"42,359,062,080."
(주)파루,-,-,,,61.4,3.08,6.11,"-36,280,890,000.",.78,39.10,41.03,"-27,263,258,000.",79.57,"34,394,062,000.",-45.99,"252,897,510.0",(주)지본(5.02),134.,중소기업,7,"81,585,809,250."
(주)씨제이헬로,75.,75.,"5,808,515,000.","5,808,515,000.",90.96,5.35,65.94,"675,605,003,000.",.81,4.60,82.53,"39,812,708,000.",95.70,"1,171,387,344,000.",7.32,"961,730,170.0",(주)씨제이이엔엠(53.92),"1,181.",대기업,4,"709,413,283,400."
(주)웰크론한텍,-,-,,,114.51,4.70,,"23,938,475,000.",.87,6.58,105.56,"-7,012,600,000.",114.51,"182,624,707,000.",-10.92,"754,647,550.0",(주)웰크론(27.62),262.,대기업,6,"35,627,134,320."
솔브레인(주),682.67,727.31,"12,654,014,000.","12,654,014,000.",183.55,7.41,20.28,"582,944,522,000.",.69,24.26,26.04,"91,158,660,000.",208.15,"801,162,569,000.",11.73,"702,774,180.0",정지완(29.64),"1,246.",대기업,2,"827,287,786,050."
(주)크린앤사이언스,144.,143.2,"930,818,000.","930,818,000.",133.21,4.40,6.94,"27,911,061,000.",.88,23.51,121.11,"6,855,634,000.",193.03,"94,801,718,000.",15.70,"574,555,870.0",최재원(13.85),163.,중소기업,4,"83,200,000,000."
상신이디피(주),50.,70.,"886,554,000.","886,554,000.",62.46,7.96,19.53,"31,945,892,000.",1.31,51.45,113.79,"7,415,625,000.",73.09,"103,857,460,000.",26.86,"443,835,300.0",김일부(15.60),225.,중소기업,6,"158,946,377,500."
(주)에스엠엔터테인먼트,-,-,,,128.4,3.67,66.86,"149,766,629,000.",.87,30.31,38.60,"12,390,299,000.",131.67,"281,638,319,000.",20.29,"616,276,410.0",이수만(19.07),477.,대기업,2,"1,204,016,657,300."
(주)안랩,693.9,780.64,"7,817,205,000.","7,817,205,000.",308.95,7.76,71.77,"140,913,551,000.",.76,6.05,25.32,"21,739,515,000.",312.11,"156,550,808,000.",5.52,"139,528,350.0",안철수(18.60),"1,202.",대기업,2,"464,642,872,000."
(주)이에스에이,-,-,,,26.61,1.39,851.49,"-63,639,502,000.",.39,-41.05,58.37,"-14,131,606,000.",26.66,"4,405,197,000.",172.22,"77,284,160.0",이엔케이컨소시엄(31.91),99.,중소기업,7,"44,609,359,970."
엔에이치엔한국사이버결제(주),48.5,168.3,"3,688,652,000.","3,161,702,000.",134.64,39.05,151.92,"75,872,659,000.",.93,25.32,136.41,"17,461,571,000.",137.27,"424,544,561,000.",11.33,"1,645,521,550.0",엔에이치엔페이코(주)(36.37),286.,대기업,4,"255,338,793,450."
(주)코세스,-,-,,,72.89,5.93,8.61,"14,014,780,000.",.84,60.08,177.07,"9,159,323,000.",129.09,"65,510,151,000.",45.65,"392,276,350.0",박명순(48.50),197.,중소기업,5,"86,956,123,920."
갤럭시아커뮤니케이션즈(주),28.85,33.81,"1,326,186,000.","1,326,186,000.",135.61,3.64,,"11,204,048,000.",.75,17.74,171.91,"4,855,829,000.",135.61,"81,383,391,000.",29.43,"667,076,980.0",조현준(32.08),117.,대기업,8,"108,470,502,070."
한세엠케이(주),197.54,176.57,"2,279,458,000.","2,279,458,000.",158.86,9.19,3.62,"114,108,044,000.",.41,-6.04,19.39,"185,322,000.",431.66,"251,305,863,000.",-9.03,"1,179,839,730.0",한세실업(주)(50.02),213.,대기업,4,"99,401,779,400."
(주)세진티에스,-,-,,,"1,394.83",6.60,60.75,"22,180,513,000.",.49,-19.55,3.90,"-2,715,703,000.","1,403.84","10,947,548,000.",-6.49,"260,655,900.0",김인식(49.09),40.,중소기업,5,"22,544,852,205."
(주)코리아에스이,9.07,-,,,531.9,3.80,1.60,"22,231,225,000.",.95,-11.55,13.46,"-721,796,000.",797.04,"11,525,626,000.",-3.71,"213,437,520.0",(주)SE(25.40),55.,중소기업,5,"32,413,500,000."
(주)모두투어네트워크,433.22,331.88,"6,272,466,000.","6,272,466,000.",151.33,11.17,19.09,"129,224,107,000.",.82,-4.68,79.80,"17,268,410,000.",160.71,"310,858,815,000.",1.48,"252,730,740.0",우종웅(10.87),"1,174.",대기업,4,"455,490,000,000."
(주)동일기연,38.12,32.82,"201,845,000.","134,563,000.",945.29,6.39,2.69,"81,488,125,000.",.32,-22.79,7.81,"-424,350,000.","1,241.80","26,438,736,000.",-13.20,"183,602,330.0",(주)아침해(24.02),143.,중소기업,4,"79,330,910,700."
(주)씨티씨바이오,-,-,,,67.56,3.26,4.14,"-9,682,992,000.",1.16,11.12,114.31,"-8,340,257,000.",109.89,"101,513,825,000.",19.92,"371,845,510.0",조호연(6.68),195.,대기업,7,"156,415,228,200."
(주)솔본,-,-,,,792.3,0.54,,"17,268,280,000.",.87,0.83,2.62,"10,203,026,000.",792.30,"3,188,052,000.",9.04,"289,822,910.0",홍기태(19.48),14.,중소기업,4,"122,236,606,590."
(주)셀루메드,-,-,,,82.84,0.84,1.34,"-24,685,897,000.",1.33,-46.01,91.32,"-12,715,229,000.",111.94,"9,925,474,000.",-35.72,"157,547,210.0",(주)인스코비(2.14),59.,중소기업,7,"185,690,619,990."
두올산업(주),-,-,,,101.01,13.31,70.61,"-15,564,279,000.",.73,-5.64,145.25,"-6,992,292,000.",102.85,"37,763,569,000.",50.03,"340,212,330.0",위드윈투자조합 38호(26.02),97.,중소기업,5,"78,760,721,750."
(주)톱텍,9.95,141.9,"5,221,290,000.","5,221,290,000.",711.98,5.09,13.65,"262,327,613,000.",.84,-74.82,12.47,"19,634,747,000.",756.76,"286,184,621,000.",2.12,"648,944,720.0",이재환(28.58),428.,대기업,3,"282,227,268,180."
(주)S&T홀딩스,214.49,386.86,"6,307,383,000.","6,307,383,000.","38,653.84",12.63,,"319,207,431,000.",.27,-1.70,0.05,"6,218,079,000.","38,653.84","7,292,112,000.",-0.60,"729,211,200.0",최평규(50.76),9.,대기업,2,"211,950,518,000."
(주)로지시스,80.,100.,"934,092,000.","934,092,000.",223.84,6.41,45.95,"7,837,425,000.",.63,-2.04,54.63,"741,696,000.",231.44,"40,026,290,000.",3.33,"86,078,040.0",한국컴퓨터지주(주)(64.47),476.,중소기업,3,"26,294,695,430."
인포뱅크(주),48.34,48.41,"420,850,000.","420,850,000.",213.,6.17,,"33,602,168,000.",.85,-4.63,28.92,"2,625,424,000.",213.0,"76,182,078,000.",0.56,"504,517,070.0",박태형(18.31),155.,대기업,2,"62,683,581,380."
(주)유니트론텍,68.61,77.27,"767,425,000.","767,425,000.",107.23,8.85,7.35,"32,040,717,000.",.53,5.91,119.07,"6,342,998,000.",175.08,"187,512,298,000.",18.02,"3,073,972,100.0",남궁선(29.38),70.,중소기업,5,"44,395,816,500."
효성오앤비(주),333.71,-,,,615.93,1.90,3.70,"47,993,085,000.",.52,-12.09,8.89,"3,332,699,000.",786.52,"29,739,516,000.",-0.24,"341,833,520.0",박태헌(21.07),81.,중소기업,2,"123,105,000,000."
(주)메디아나,49.58,-,,,415.26,3.47,4.96,"32,589,690,000.",1.04,-10.05,11.58,"4,085,321,000.",557.66,"45,946,514,000.",14.41,"267,130,900.0",길문종(40.58),156.,중소기업,2,"52,854,530,560."
(주)센트랄모텍,,,,,56.83,6.80,20.31,"57,163,070,000.",.83,-9.38,149.56,"3,727,392,000.",71.14,"226,261,111,000.",32.28,"1,781,583,550.0",강태룡(50.00),127.,대기업,2,
(주)코데즈컴바인,-,-,,,217.09,1.69,9.25,"-37,174,406,000.",.54,31.61,12.14,"4,402,153,000.",332.19,"27,947,604,000.",15.76,"570,359,270.0",코튼클럽(주)(60.04),49.,중소기업,3,"105,202,433,560."
(주)LG유플러스,400.,400.,"174,645,000,000.","174,645,000,000.",97.33,4.74,30.82,"3,497,657,000,000.",.36,-1.35,102.37,"476,752,000,000.",109.16,"12,096,778,000,000.",30.43,"1,138,198,910.0",(주)LG(36.05),"10,735.",대기업,2,"7,706,190,521,650."
한국유니온제약(주),,-,,,237.97,1.35,6.03,"25,759,266,000.",2.25,7.51,48.15,"5,839,263,000.",283.43,"54,662,340,000.",148.49,"257,841,230.0",안희숙(11.96),198.,중소기업,4,"78,224,396,000."
(주)기산텔레콤,-,-,,,474.93,10.21,4.18,"-18,478,239,000.",.87,-15.91,17.01,"-5,791,304,000.",573.32,"24,864,346,000.",-17.47,"292,521,720.0",박병기(30.77),78.,중소기업,5,"40,160,571,700."
(주)브이티지엠피,-,-,,,132.59,5.27,7.81,"4,763,801,000.",.88,29.84,30.65,"5,014,715,000.",205.64,"52,279,262,000.",98.68,"262,709,860.0",정철(9.93),176.,중소기업,4,"225,758,904,400."
(주)정상제이엘에스,363.69,363.69,"5,701,823,000.","5,701,823,000.",80.13,16.28,22.17,"32,879,201,000.",.1,3.40,35.72,"3,517,421,000.",103.78,"83,759,118,000.",-4.06,"316,072,140.0",허용석(35.42),510.,대기업,2,"109,429,312,960."
(주)케이엠더블유,-,-,,,82.58,2.63,7.29,"-34,362,186,000.",1.08,7.56,223.51,"-31,792,757,000.",95.20,"156,620,732,000.",66.67,"452,661,080.0",김덕용(32.11),357.,대기업,8,"414,760,500,000."
(주)에스엠컬처앤콘텐츠,-,-,,,112.66,4.12,,"-43,686,553,000.",.86,288.81,178.48,"-1,892,736,000.",112.66,"196,445,244,000.",-2.20,"385,186,750.0",(주)에스엠엔터테인먼트(30.05),511.,대기업,7,"190,003,272,520."
(주)세운메디칼,39.54,49.42,"2,164,555,000.","2,164,555,000.",575.98,3.04,4.59,"81,167,994,000.",.98,3.43,7.32,"9,672,421,000.",787.39,"58,258,929,000.",11.08,"289,845,420.0",이길환(33.98),193.,중소기업,2,"165,126,000,000."
(주)큐로홀딩스,-,-,,,59.74,8.42,6.83,"-92,798,715,000.",.71,83.25,173.38,"-7,491,847,000.",77.18,"23,127,655,000.",-21.17,"268,926,220.0",권경훈(3.13),45.,중소기업,8,"35,935,353,534."
(주)케이피티유,50.,50.,"253,000,000.","253,000,000.",48.12,3.04,13.21,"24,634,377,000.",.46,-4.43,103.80,"697,230,000.",54.23,"23,757,498,000.",1.36,"359,962,090.0",(주)알루텍(50.43),66.,중소기업,7,"23,149,500,000."
세종텔레콤(주),-,-,,,460.35,6.67,89.14,"-39,810,461,000.",.62,11.45,17.92,"-668,115,000.",466.67,"179,586,010,000.",0.12,"636,829,820.0",세종투자(주)(32.23),448.,대기업,5,"283,353,931,472."
(주)시공테크,-,19.55,"391,928,000.","391,928,000.",273.37,4.54,,"48,509,882,000.",.66,-60.0,26.99,"-1,801,062,000.",273.37,"65,909,194,000.",-5.91,"336,271,400.0",박기석(37.20),193.,대기업,5,"122,092,137,300."
(주)디지틀조선일보,40.,40.,"1,484,611,000.","1,484,611,000.",700.19,1.83,287.73,"35,303,457,000.",.62,-1.20,9.46,"5,134,187,000.",702.79,"37,853,975,000.",5.85,"205,728,130.0",(주)스포츠조선(9.01),171.,중소기업,2,"71,446,888,975."
(주)광주신세계,"1,250.","3,000.","4,800,000,000.","4,800,000,000.",100.09,14.86,33.78,"599,281,088,000.",.5,0.22,12.17,"45,093,180,000.",103.59,"135,213,362,000.",7.13,"397,686,360.0",정용진(52.08),172.,대기업,2,"288,000,000,000."
(주)주연테크,-,-,,,284.69,6.30,5.72,"-13,671,103,000.",.93,-25.92,33.92,"-4,278,005,000.",362.74,"38,573,526,000.",-7.96,"401,807,560.0",(주)화평홀딩스(17.69),98.,중소기업,6,"39,608,081,270."
(주)하츠,49.33,28.63,"366,445,000.","366,445,000.",519.2,4.75,12.01,"64,870,489,000.",.97,1.59,17.08,"1,511,840,000.",608.75,"103,531,379,000.",-1.35,"502,579,510.0",(주)벽산(46.33),209.,대기업,3,"48,064,000,000."
(주)제이에스티나,45.54,45.54,"751,570,000.","751,570,000.",106.08,4.56,4.82,"50,257,254,000.",.87,-9.05,58.52,"193,461,000.",165.72,"126,039,596,000.",-0.82,"236,029,210.0",김기문(20.69),486.,대기업,5,"85,489,632,200."
(주)와이지플러스,-,-,,,460.19,12.67,21.55,"-4,396,941,000.",.96,107.88,8.60,"344,909,000.",491.06,"39,840,627,000.",1.24,"474,293,180.0",(주)와이지엔터테인먼트(38.18),88.,대기업,5,"117,213,968,560."
